Tanggal,Tahun,Bulan,NamaBulan,Minggu,PKS,KodePKS,Wilayah,KapasitasPKS_TonPerJam,TBS_Olah_Ton,JamOlah,KapasitasTerpakai_Persen,CPO_Ton,PK_Ton,OER_Persen,KER_Persen,TargetOER_Persen,GapOER_Persen,TotalOilLoss_Persen,TotalKernelLoss_Persen,ALB_CPO_Persen,KadarAir_CPO_Persen,KadarKotoran_CPO_Persen,JanjangMentahRata2_Persen,RestanTBSRata2_Jam,Downtime_Jam,NilaiCPO_Rp,PotensiKehilanganOER_Rp
2026-01-30,2026,1,Jan,5,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,501.2,12.2,91.3,114.42,22.8,22.83,4.55,23.2,-0.37,1.609,1.383,2.66,0.175,0.0251,2.59,15.6,1.4,1502906700,24358069
2026-01-31,2026,1,Jan,5,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,563.5,14.0,89.4,129.21,26.09,22.93,4.63,23.2,-0.27,1.642,1.346,2.63,0.154,0.0271,2.38,14.6,1.7,1697173350,19984245
2026-02-02,2026,2,Feb,6,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,591.6,14.0,93.9,132.81,26.62,22.45,4.5,23.2,-0.75,1.912,1.466,2.98,0.173,0.0203,2.32,13.7,1.5,1739014140,58098078
2026-02-03,2026,2,Feb,6,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,609.7,14.3,94.7,137.24,27.31,22.51,4.48,23.2,-0.69,1.974,1.475,2.76,0.15,0.0231,2.8,12.9,1.3,1797020560,55085541
2026-02-04,2026,2,Feb,6,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,595.2,15.6,84.8,132.61,26.84,22.28,4.51,23.2,-0.92,2.071,1.461,2.68,0.171,0.0174,3.39,13.4,1.0,1736395340,71700648
2026-02-05,2026,2,Feb,6,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,590.2,15.8,83.0,133.5,27.15,22.62,4.6,23.2,-0.58,1.836,1.483,2.47,0.101,0.0237,1.78,12.2,0.1,1748049000,44822857
2026-02-06,2026,2,Feb,6,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,493.6,12.7,86.4,110.22,22.31,22.33,4.52,23.2,-0.87,2.036,1.399,2.67,0.139,0.0296,2.12,14.3,2.0,1443220680,56229826
2026-02-07,2026,2,Feb,6,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,584.1,14.1,92.1,131.48,26.69,22.51,4.57,23.2,-0.69,1.976,1.375,2.48,0.208,0.0199,2.47,13.8,2.1,1721599119,52772617
2026-02-09,2026,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,572.5,15.4,82.6,127.38,26.62,22.25,4.65,23.2,-0.95,1.974,1.445,2.35,0.137,0.0209,2.4,11.8,3.1,1667913720,71214992
2026-02-10,2026,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,581.6,15.4,83.9,130.69,26.4,22.47,4.54,23.2,-0.73,1.919,1.447,2.54,0.253,0.0163,2.94,12.7,3.7,1711254860,55592933
2026-02-11,2026,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,611.9,16.3,83.4,137.19,27.41,22.42,4.48,23.2,-0.78,1.953,1.523,2.73,0.172,0.0166,2.16,11.4,0.9,1796365860,62495305
2026-02-12,2026,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,579.8,15.6,82.6,128.72,26.5,22.2,4.57,23.2,-1.0,2.0,1.444,2.48,0.167,0.0149,2.91,13.0,1.2,1685459680,75919012
2026-02-13,2026,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,573.8,13.7,93.1,129.22,26.11,22.52,4.55,23.2,-0.68,1.896,1.441,3.19,0.156,0.0229,2.31,15.6,2.6,1692006680,51090692
2026-02-14,2026,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,627.6,16.3,85.6,139.83,29.5,22.28,4.7,23.2,-0.92,2.029,1.389,2.99,0.195,0.0218,2.52,16.4,1.5,1830934020,75603708
2026-02-16,2026,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,607.7,16.0,84.4,134.48,28.14,22.13,4.63,23.2,-1.07,1.929,1.427,2.81,0.222,0.0176,2.51,13.8,1.6,1760881119,85142294
2026-02-17,2026,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,592.3,14.0,94.0,131.61,26.59,22.22,4.49,23.2,-0.98,2.054,1.552,2.57,0.172,0.0251,2.89,15.6,3.6,1723301340,76004646
2026-02-18,2026,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,615.3,15.3,89.4,136.9,28.73,22.25,4.67,23.2,-0.95,1.924,1.453,2.7,0.222,0.0217,3.06,15.6,2.5,1792568600,76539012
2026-02-19,2026,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,542.8,13.5,89.3,120.28,24.1,22.16,4.44,23.2,-1.04,2.014,1.577,2.92,0.154,0.0216,2.25,14.9,1.5,1574946320,73917201
2026-02-20,2026,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,624.5,14.6,95.1,138.39,27.85,22.16,4.46,23.2,-1.04,1.968,1.527,2.72,0.182,0.0172,2.75,14.5,2.6,1812078659,85042911
2026-02-21,2026,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,576.1,13.4,95.5,127.43,26.21,22.12,4.55,23.2,-1.08,2.008,1.449,2.64,0.116,0.0131,3.19,15.5,1.6,1668568420,81469296
2026-02-23,2026,2,Feb,9,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,571.8,15.0,84.7,129.34,25.9,22.62,4.53,23.2,-0.58,1.915,1.485,2.33,0.166,0.0192,2.54,12.1,2.6,1693577960,43425465
2026-02-24,2026,2,Feb,9,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,587.9,15.8,82.7,131.34,27.16,22.34,4.62,23.2,-0.86,1.934,1.367,2.54,0.186,0.0173,2.57,15.0,0.5,1719765960,66202478
2026-02-25,2026,2,Feb,9,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,591.5,13.9,94.6,132.56,27.45,22.41,4.64,23.2,-0.79,1.925,1.424,2.93,0.176,0.0223,2.46,18.0,1.1,1735740640,61186297
2026-02-26,2026,2,Feb,9,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,598.8,14.6,91.1,134.25,27.19,22.42,4.54,23.2,-0.78,1.9,1.495,2.58,0.128,0.0167,2.85,16.8,0.8,1757869500,61157360
2026-02-27,2026,2,Feb,9,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,565.9,15.1,83.3,125.91,25.18,22.25,4.45,23.2,-0.95,2.039,1.543,2.54,0.221,0.0203,2.89,14.7,3.4,1648665540,70393998
2026-02-28,2026,2,Feb,9,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,606.2,14.9,90.4,135.97,27.28,22.43,4.5,23.2,-0.77,2.042,1.526,2.42,0.167,0.012,2.46,11.4,1.8,1780391180,61119387
2026-03-02,2026,3,Mar,10,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,697.3,17.5,88.5,152.08,30.68,21.81,4.4,23.2,-1.39,2.295,1.589,2.66,0.126,0.0186,2.91,13.9,2.2,2036199120,129772480
2026-03-03,2026,3,Mar,10,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,691.1,17.1,89.8,153.01,30.89,22.14,4.47,23.2,-1.06,2.306,1.706,2.77,0.158,0.0202,1.99,16.8,1.3,2048650889,98083261
2026-03-04,2026,3,Mar,10,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,675.3,16.2,92.6,148.23,30.52,21.95,4.52,23.2,-1.25,2.261,1.6,2.66,0.167,0.0168,2.91,12.6,2.3,1984651469,113019896
2026-03-05,2026,3,Mar,10,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,629.6,15.7,89.1,138.32,27.77,21.97,4.41,23.2,-1.23,2.392,1.571,2.74,0.187,0.0158,2.06,12.2,3.2,1851966480,103685487
2026-03-06,2026,3,Mar,10,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,571.9,13.5,94.1,125.93,25.74,22.02,4.5,23.2,-1.18,2.245,1.527,3.01,0.195,0.0128,2.23,16.1,3.3,1686076770,90354595
2026-03-07,2026,3,Mar,10,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,618.5,16.4,83.8,135.51,27.96,21.91,4.52,23.2,-1.29,2.228,1.502,2.81,0.184,0.0135,3.38,15.1,1.0,1814343389,106826144
2026-03-09,2026,3,Mar,11,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,682.0,16.9,89.7,150.45,30.35,22.06,4.45,23.2,-1.14,2.221,1.584,2.47,0.168,0.0196,2.21,14.4,3.4,2014375049,104096797
2026-03-10,2026,3,Mar,11,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,682.9,17.0,89.3,151.67,30.18,22.21,4.42,23.2,-0.99,2.174,1.69,2.52,0.154,0.0148,2.37,13.4,1.8,2030709629,90519146
2026-03-11,2026,3,Mar,11,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,628.8,16.1,86.8,138.46,28.23,22.02,4.49,23.2,-1.18,2.193,1.581,2.62,0.214,0.019,2.66,12.7,1.8,1853840940,99344237
2026-03-12,2026,3,Mar,11,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,666.0,17.9,82.7,145.79,28.64,21.89,4.3,23.2,-1.31,2.355,1.698,2.91,0.125,0.0254,3.03,14.3,1.9,1951982310,116813669
2026-03-13,2026,3,Mar,11,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,591.1,15.6,84.2,130.1,26.24,22.01,4.44,23.2,-1.19,2.283,1.664,2.57,0.161,0.0267,3.07,13.9,2.2,1741908900,94179431
2026-03-14,2026,3,Mar,11,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,687.1,16.1,94.8,151.78,30.78,22.09,4.48,23.2,-1.11,2.331,1.64,2.62,0.159,0.02,2.74,12.7,2.9,2032182420,102115359
2026-03-16,2026,3,Mar,12,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,623.4,15.4,90.0,136.77,27.74,21.94,4.45,23.2,-1.26,2.402,1.563,2.65,0.158,0.0212,2.0,14.1,0.9,1831213530,105168452
2026-03-17,2026,3,Mar,12,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,648.1,15.3,94.1,142.91,29.23,22.05,4.51,23.2,-1.15,2.285,1.633,2.93,0.173,0.0189,2.4,16.6,2.1,1913421990,99790225
2026-03-18,2026,3,Mar,12,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,665.7,16.8,88.1,146.25,30.22,21.97,4.54,23.2,-1.23,2.128,1.537,2.8,0.214,0.0148,2.97,14.1,2.6,1958141250,109630604
2026-03-19,2026,3,Mar,12,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,647.7,17.4,82.7,142.23,29.08,21.96,4.49,23.2,-1.24,2.295,1.655,2.8,0.153,0.017,2.45,17.8,3.4,1904317469,107533485
2026-03-20,2026,3,Mar,12,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,517.5,13.6,84.6,113.33,23.08,21.9,4.46,23.2,-1.3,2.314,1.664,2.72,0.242,0.0223,2.33,12.5,2.1,1517375370,90074497
2026-03-21,2026,3,Mar,12,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,618.1,14.3,96.1,137.34,27.63,22.22,4.47,23.2,-0.98,2.186,1.633,2.87,0.233,0.0206,2.88,15.3,0.1,1838845260,81102260
2026-03-23,2026,3,Mar,13,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,642.7,17.2,83.0,141.01,29.11,21.94,4.53,23.2,-1.26,2.212,1.533,2.84,0.212,0.0149,2.69,14.7,1.0,1887982889,108424389
2026-03-24,2026,3,Mar,13,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,646.2,15.4,93.2,142.03,29.34,21.98,4.54,23.2,-1.22,2.194,1.616,2.61,0.198,0.0185,2.41,13.1,2.4,1901639670,105554055
2026-03-25,2026,3,Mar,13,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,604.7,14.6,92.0,131.52,26.61,21.75,4.4,23.2,-1.45,2.209,1.646,2.9,0.151,0.0213,2.59,15.7,2.5,1760921280,117396760
2026-03-26,2026,3,Mar,13,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,623.4,15.5,89.4,137.4,27.62,22.04,4.43,23.2,-1.16,2.192,1.658,2.83,0.135,0.0121,2.51,15.3,3.0,1839648600,96821750
2026-03-27,2026,3,Mar,13,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,605.7,15.8,85.2,133.31,27.01,22.01,4.46,23.2,-1.19,2.282,1.586,2.78,0.187,0.0107,1.91,13.3,1.7,1784887590,96505635
2026-03-28,2026,3,Mar,13,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,629.5,16.2,86.4,138.49,28.45,22.0,4.52,23.2,-1.2,2.258,1.631,2.48,0.168,0.0191,2.8,12.4,2.6,1854242610,101140505
2026-03-30,2026,3,Mar,14,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,612.1,16.3,83.4,133.62,27.42,21.83,4.48,23.2,-1.37,2.194,1.634,2.78,0.142,0.0173,2.43,12.8,1.6,1789038180,112277074
2026-03-31,2026,3,Mar,14,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,663.8,15.7,94.0,144.24,29.07,21.73,4.38,23.2,-1.47,2.379,1.613,2.95,0.21,0.019,2.33,16.8,1.4,1931229360,130647987
2026-04-01,2026,4,Apr,14,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,713.1,18.4,86.1,153.17,31.31,21.48,4.39,23.2,-1.72,2.636,1.809,2.85,0.162,0.0166,2.68,13.7,1.4,2056613589,164686451
2026-04-02,2026,4,Apr,14,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,654.6,17.1,85.1,140.67,28.02,21.49,4.28,23.2,-1.71,2.563,1.707,2.89,0.174,0.0256,2.51,14.5,2.8,1888776089,150297272
2026-04-03,2026,4,Apr,14,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,630.1,16.6,84.4,136.48,27.72,21.66,4.4,23.2,-1.54,2.602,1.802,2.83,0.169,0.0181,2.76,15.6,2.1,1832516959,130289431
2026-04-04,2026,4,Apr,14,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,661.7,16.4,89.7,139.95,28.78,21.15,4.35,23.2,-2.05,2.707,1.798,3.02,0.175,0.0199,3.26,14.3,3.5,1879108649,182135240
2026-04-06,2026,4,Apr,15,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,676.1,18.3,82.1,145.97,30.63,21.59,4.53,23.2,-1.61,2.546,1.68,2.4,0.126,0.0148,2.3,13.3,3.1,1959939190,146155714
2026-04-07,2026,4,Apr,15,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,688.4,18.4,83.1,148.49,29.46,21.57,4.28,23.2,-1.63,2.564,1.844,2.8,0.134,0.0161,3.13,16.6,3.0,1993775230,150663292
2026-04-08,2026,4,Apr,15,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,707.5,17.1,91.9,151.83,30.85,21.46,4.36,23.2,-1.74,2.552,1.716,2.56,0.177,0.0163,2.35,14.6,4.1,2038621410,165293083
2026-04-09,2026,4,Apr,15,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,660.9,16.6,88.5,143.08,28.29,21.65,4.28,23.2,-1.55,2.621,1.87,2.69,0.207,0.0173,2.58,14.8,2.4,1921135160,137545516
2026-04-10,2026,4,Apr,15,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,720.3,19.0,84.2,156.38,30.83,21.71,4.28,23.2,-1.49,2.692,1.796,2.9,0.129,0.0265,2.4,14.5,3.3,2099714260,144104874
2026-04-11,2026,4,Apr,15,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,609.7,14.6,92.8,130.17,26.28,21.35,4.31,23.2,-1.85,2.66,1.686,2.66,0.201,0.0171,2.52,11.6,0.2,1747792589,151449175
2026-04-13,2026,4,Apr,16,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,699.3,18.1,85.9,151.19,30.7,21.62,4.39,23.2,-1.58,2.644,1.779,2.76,0.157,0.0217,2.62,15.8,1.9,2030028130,148354117
2026-04-14,2026,4,Apr,16,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,697.3,16.1,96.2,150.76,29.91,21.62,4.29,23.2,-1.58,2.52,1.81,2.55,0.145,0.0209,2.35,14.7,1.3,2024254519,147929824
2026-04-15,2026,4,Apr,16,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,710.0,16.2,97.4,150.88,30.53,21.25,4.3,23.2,-1.95,2.706,1.812,2.7,0.178,0.0213,2.71,10.2,2.3,2025865760,185896814
2026-04-16,2026,4,Apr,16,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,706.1,18.2,86.2,152.66,30.79,21.62,4.36,23.2,-1.58,2.473,1.781,2.68,0.183,0.0137,2.17,13.2,2.7,2049765820,149796714
2026-04-17,2026,4,Apr,16,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,676.6,15.9,94.6,144.72,30.18,21.39,4.46,23.2,-1.81,2.66,1.752,2.49,0.188,0.0238,2.17,15.1,3.7,1943155440,164433218
2026-04-18,2026,4,Apr,16,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,689.1,17.7,86.5,147.19,30.39,21.36,4.41,23.2,-1.84,2.64,1.775,2.75,0.207,0.0176,2.67,13.9,2.6,1976320130,170246840
2026-04-20,2026,4,Apr,17,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,633.9,15.1,93.3,136.61,27.7,21.55,4.37,23.2,-1.65,2.615,1.848,2.59,0.16,0.0234,2.05,14.6,2.0,1834262470,140437692
2026-04-21,2026,4,Apr,17,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,683.2,16.0,94.9,147.78,31.22,21.63,4.57,23.2,-1.57,2.471,1.676,2.81,0.179,0.0275,2.52,16.7,3.1,1984242060,144021224
2026-04-22,2026,4,Apr,17,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,710.2,16.3,96.8,153.12,30.96,21.56,4.36,23.2,-1.64,2.476,1.722,2.91,0.154,0.016,3.05,13.5,3.1,2055942240,156388028
2026-04-23,2026,4,Apr,17,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,681.5,16.1,94.1,147.27,29.37,21.61,4.31,23.2,-1.59,2.704,1.766,3.04,0.129,0.0166,2.58,15.7,2.6,1977394290,145492957
2026-04-24,2026,4,Apr,17,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,664.0,16.5,89.4,143.36,28.55,21.59,4.3,23.2,-1.61,2.458,1.774,2.58,0.166,0.0127,2.98,13.8,2.2,1924894720,143540000
2026-04-25,2026,4,Apr,17,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,653.5,17.6,82.5,140.57,27.32,21.51,4.18,23.2,-1.69,2.644,1.778,2.51,0.156,0.0159,2.26,12.6,2.7,1887433390,148289802
2026-04-27,2026,4,Apr,18,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,645.8,15.6,92.0,139.88,28.8,21.66,4.46,23.2,-1.54,2.638,1.703,2.44,0.193,0.0231,3.09,12.0,3.7,1878168760,133535811
2026-04-28,2026,4,Apr,18,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,714.5,18.2,87.2,153.47,31.87,21.48,4.46,23.2,-1.72,2.544,1.697,2.67,0.185,0.0188,2.51,14.3,1.7,2060641690,165009773
2026-04-29,2026,4,Apr,18,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,675.1,16.6,90.4,145.82,30.51,21.6,4.52,23.2,-1.6,2.631,1.771,2.84,0.213,0.0185,2.55,14.6,1.5,1957925140,145033083
2026-04-30,2026,4,Apr,18,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,619.6,15.7,87.7,133.52,27.51,21.55,4.44,23.2,-1.65,2.659,1.803,2.82,0.196,0.0221,2.71,12.5,2.0,1792773040,137269591
2026-05-01,2026,5,Mei,18,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,667.2,15.9,93.2,139.38,29.69,20.89,4.45,23.2,-2.31,3.034,1.928,2.67,0.18,0.0153,2.99,15.8,3.9,1889992800,208991059
2026-05-02,2026,5,Mei,18,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,598.5,15.1,88.1,125.51,26.51,20.97,4.43,23.2,-2.23,2.946,1.794,2.94,0.164,0.016,2.76,17.4,2.9,1701915600,180979218
2026-05-04,2026,5,Mei,19,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,722.2,17.7,90.7,151.59,31.2,20.99,4.32,23.2,-2.21,3.003,1.965,2.69,0.199,0.02,2.72,14.0,3.2,2055560400,216426007
2026-05-05,2026,5,Mei,19,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,693.9,18.8,82.0,146.41,29.77,21.1,4.29,23.2,-2.1,2.994,1.975,2.6,0.154,0.0213,2.78,13.7,3.2,1985319600,197594963
2026-05-06,2026,5,Mei,19,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,694.3,16.1,95.8,145.73,30.06,20.99,4.33,23.2,-2.21,2.842,1.927,2.61,0.189,0.0223,2.68,13.6,5.2,1976098799,208065046
2026-05-07,2026,5,Mei,19,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,732.9,17.4,93.6,155.81,31.07,21.26,4.24,23.2,-1.94,2.83,1.901,2.85,0.142,0.0178,2.28,15.8,2.5,2112783600,192799605
2026-05-08,2026,5,Mei,19,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,702.0,17.4,89.7,147.56,30.68,21.02,4.37,23.2,-2.18,2.916,1.999,2.47,0.198,0.012,2.4,12.7,3.4,2000913600,207516815
2026-05-09,2026,5,Mei,19,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,772.9,19.0,90.4,160.69,33.23,20.79,4.3,23.2,-2.41,2.966,1.883,2.76,0.142,0.0214,2.89,17.4,1.7,2178956400,252580628
2026-05-11,2026,5,Mei,20,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,668.0,16.5,90.0,140.75,28.26,21.07,4.23,23.2,-2.13,2.923,1.971,2.44,0.137,0.0165,2.83,14.1,3.3,1908570000,192937103
2026-05-12,2026,5,Mei,20,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,718.6,19.4,82.3,152.77,31.4,21.26,4.37,23.2,-1.94,2.868,1.901,2.6,0.146,0.022,2.62,15.7,2.6,2071561200,189037790
2026-05-13,2026,5,Mei,20,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,730.4,19.3,84.1,155.14,31.48,21.24,4.31,23.2,-1.96,2.771,1.864,2.61,0.131,0.0155,2.53,13.6,3.3,2103698399,194122790
2026-05-14,2026,5,Mei,20,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,681.1,16.7,90.6,145.21,28.61,21.32,4.2,23.2,-1.88,2.879,2.043,2.51,0.179,0.0162,2.75,12.9,2.5,1969047600,173631460
2026-05-15,2026,5,Mei,20,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,662.0,17.5,84.1,138.76,29.06,20.96,4.39,23.2,-2.24,3.092,1.899,2.73,0.159,0.0175,2.21,14.1,1.6,1881585599,201078527
2026-05-16,2026,5,Mei,20,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,724.4,18.6,86.5,152.41,31.51,21.04,4.35,23.2,-2.16,2.961,1.825,3.13,0.165,0.0193,2.57,17.4,3.5,2066679600,212173862
2026-05-18,2026,5,Mei,21,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,650.2,17.3,83.5,136.93,28.28,21.06,4.35,23.2,-2.14,2.886,1.833,2.91,0.197,0.0188,2.41,15.6,3.8,1856770800,188677636
2026-05-19,2026,5,Mei,21,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,672.1,16.0,93.3,141.21,28.63,21.01,4.26,23.2,-2.19,2.943,1.88,2.79,0.15,0.0168,3.3,16.5,3.8,1914807600,199589504
2026-05-20,2026,5,Mei,21,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,671.5,15.7,95.0,142.76,29.28,21.26,4.36,23.2,-1.94,2.76,1.764,2.76,0.167,0.0165,2.89,15.3,3.0,1935825599,176647475
2026-05-21,2026,5,Mei,21,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,707.9,17.9,87.9,149.44,31.22,21.11,4.41,23.2,-2.09,2.959,1.916,2.43,0.218,0.0121,2.95,14.6,3.8,2026406400,200621691
2026-05-22,2026,5,Mei,21,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,699.1,16.7,93.0,148.49,30.06,21.24,4.3,23.2,-1.96,2.918,1.934,2.64,0.17,0.0153,2.0,13.9,4.4,2013524400,185804001
2026-05-23,2026,5,Mei,21,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,668.0,17.9,82.9,142.08,28.59,21.27,4.28,23.2,-1.93,3.009,1.952,2.43,0.175,0.0196,2.87,14.0,3.6,1926604800,174820943
2026-05-25,2026,5,Mei,22,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,700.9,17.0,91.6,147.96,30.63,21.11,4.37,23.2,-2.09,2.912,1.856,2.66,0.171,0.017,2.76,14.5,2.4,2006337600,198637863
2026-05-26,2026,5,Mei,22,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,685.0,18.2,83.6,143.1,29.39,20.89,4.29,23.2,-2.31,2.991,1.896,2.71,0.126,0.0195,3.63,14.4,4.5,1940436000,214566659
2026-05-27,2026,5,Mei,22,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,712.6,16.5,96.0,150.5,30.57,21.12,4.29,23.2,-2.08,2.944,1.954,2.7,0.198,0.029,2.99,16.3,4.2,2040780000,200987404
2026-05-28,2026,5,Mei,22,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,719.7,18.4,86.9,150.78,30.44,20.95,4.23,23.2,-2.25,2.963,2.002,2.55,0.204,0.0206,2.8,16.1,1.2,2044576800,219580470
2026-05-29,2026,5,Mei,22,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,699.4,18.9,82.2,148.76,30.28,21.27,4.33,23.2,-1.93,2.771,1.918,2.85,0.172,0.0147,2.49,17.0,2.0,2017185599,183038575
2026-05-30,2026,5,Mei,22,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,663.2,17.7,83.3,141.59,28.85,21.35,4.35,23.2,-1.85,2.835,1.907,2.91,0.229,0.0232,2.91,15.2,1.8,1919960400,166370351
2026-06-01,2026,6,Jun,23,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,685.5,15.9,95.8,141.56,29.07,20.65,4.24,23.2,-2.55,3.273,1.912,2.75,0.132,0.0211,2.85,16.4,3.3,1971081440,243395001
