Tanggal,Tahun,Bulan,NamaBulan,EstateKode,Estate,Wilayah,CurahHujan_mm,HariHujan,HariKerjaEfektif
2026-03-23,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-03-23,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,38.2,1,1
2026-03-23,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-03-23,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,8.9,1,1
2026-03-23,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-03-23,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-03-24,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-03-24,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,28.1,1,1
2026-03-24,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,52.5,1,1
2026-03-24,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-03-24,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-03-24,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,2.7,1,1
2026-03-24,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,19.9,1,1
2026-03-25,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,26.8,1,1
2026-03-25,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-03-25,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,19.2,1,1
2026-03-25,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,18.2,1,1
2026-03-25,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-03-25,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,28.1,1,1
2026-03-25,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,31.1,1,1
2026-03-26,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-03-26,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,3.3,1,1
2026-03-26,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-03-26,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,14.7,1,1
2026-03-26,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,29.0,1,1
2026-03-26,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-03-26,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-03-27,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,3.5,1,1
2026-03-27,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,21.9,1,1
2026-03-27,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-03-27,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-03-27,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,30.2,1,1
2026-03-27,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-03-27,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,30.9,1,1
2026-03-28,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,7.3,1,1
2026-03-28,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-03-28,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,20.7,1,1
2026-03-28,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,22.5,1,1
2026-03-28,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-03-28,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,52.3,1,1
2026-03-28,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-03-29,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,16.3,1,1
2026-03-29,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,25.6,1,1
2026-03-29,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,18.1,1,1
2026-03-29,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-03-29,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-03-29,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-03-29,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-03-30,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-03-30,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,40.1,1,1
2026-03-30,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-03-30,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,23.2,1,1
2026-03-30,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,13.0,1,1
2026-03-30,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,28.9,1,1
2026-03-30,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-03-31,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,23.0,1,1
2026-03-31,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,34.0,1,1
2026-03-31,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-03-31,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-03-31,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,13.5,1,1
2026-03-31,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-03-31,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-04-01,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-04-01,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-04-01,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-04-01,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-04-01,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-04-01,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-04-01,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-04-02,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-04-02,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-04-02,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-04-02,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,17.2,1,1
2026-04-02,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,10.7,1,1
2026-04-02,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-04-02,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-04-03,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,6.7,1,1
2026-04-03,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-04-03,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-04-03,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,22.0,1,1
2026-04-03,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,44.1,1,1
2026-04-03,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-04-03,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,34.0,1,1
2026-04-04,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,16.3,1,1
2026-04-04,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,12.0,1,1
2026-04-04,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-04-04,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-04-04,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-04-04,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-04-04,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-04-05,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-04-05,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-04-05,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-04-05,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-04-05,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,18.7,1,1
2026-04-05,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-04-05,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-04-06,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,37.7,1,1
2026-04-06,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,43.3,1,1
2026-04-06,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-04-06,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,29.8,1,1
2026-04-06,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,9.6,1,1
2026-04-06,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-04-06,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,26.9,1,1
2026-04-07,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-04-07,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,41.4,1,1
2026-04-07,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,8.7,1,1
2026-04-07,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-04-07,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,43.4,1,1
2026-04-07,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,33.8,1,1
2026-04-07,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,28.6,1,1
2026-04-08,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-04-08,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-04-08,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-04-08,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,41.0,1,1
2026-04-08,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-04-08,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-04-08,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-04-09,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-04-09,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,45.6,1,1
2026-04-09,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,23.7,1,1
2026-04-09,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-04-09,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,21.4,1,1
2026-04-09,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,13.5,1,1
2026-04-09,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-04-10,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-04-10,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,62.2,1,0
2026-04-10,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,34.2,1,1
2026-04-10,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-04-10,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-04-10,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-04-10,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-04-11,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-04-11,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,22.8,1,1
2026-04-11,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,14.4,1,1
2026-04-11,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,37.2,1,1
2026-04-11,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,32.0,1,1
2026-04-11,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,6.6,1,1
2026-04-11,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-04-12,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-04-12,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-04-12,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-04-12,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,50.6,1,1
2026-04-12,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,10.0,1,1
2026-04-12,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-04-12,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-04-13,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-04-13,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-04-13,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-04-13,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-04-13,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-04-13,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,32.7,1,1
2026-04-13,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-04-14,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-04-14,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,6.7,1,1
2026-04-14,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,32.3,1,1
2026-04-14,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-04-14,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-04-14,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-04-14,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,29.2,1,1
2026-04-15,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,13.1,1,1
2026-04-15,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,11.1,1,1
2026-04-15,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,40.4,1,1
2026-04-15,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-04-15,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-04-15,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-04-15,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,28.6,1,1
2026-04-16,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-04-16,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,9.1,1,1
2026-04-16,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-04-16,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-04-16,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,41.2,1,1
2026-04-16,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-04-16,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-04-17,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-04-17,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,23.6,1,1
2026-04-17,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,32.6,1,1
2026-04-17,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,18.3,1,1
2026-04-17,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-04-17,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-04-17,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,19.5,1,1
2026-04-18,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,47.3,1,1
2026-04-18,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,12.3,1,1
2026-04-18,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-04-18,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,38.0,1,1
2026-04-18,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,43.2,1,1
2026-04-18,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-04-18,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-04-19,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-04-19,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-04-19,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-04-19,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-04-19,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-04-19,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,24.5,1,1
2026-04-19,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-04-20,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,46.6,1,1
2026-04-20,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-04-20,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,6.3,1,1
2026-04-20,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,18.2,1,1
2026-04-20,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-04-20,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,40.7,1,1
2026-04-20,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-04-21,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,43.0,1,1
2026-04-21,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,34.6,1,1
2026-04-21,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-04-21,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,32.0,1,1
2026-04-21,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-04-21,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-04-21,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-04-22,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,36.1,1,1
2026-04-22,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,21.7,1,1
2026-04-22,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,14.3,1,1
2026-04-22,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,42.2,1,1
2026-04-22,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-04-22,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-04-22,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-04-23,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-04-23,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-04-23,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,16.9,1,1
2026-04-23,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,19.8,1,1
2026-04-23,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-04-23,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,24.5,1,1
2026-04-23,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-04-24,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,37.9,1,1
2026-04-24,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,9.2,1,1
2026-04-24,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,24.2,1,1
2026-04-24,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-04-24,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-04-24,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,14.4,1,1
2026-04-24,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-04-25,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,17.2,1,1
2026-04-25,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,21.2,1,1
2026-04-25,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-04-25,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,38.0,1,1
2026-04-25,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,19.0,1,1
2026-04-25,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-04-25,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-04-26,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-04-26,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-04-26,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-04-26,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,19.9,1,1
2026-04-26,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-04-26,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,31.3,1,1
2026-04-26,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-04-27,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,16.7,1,1
2026-04-27,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,29.7,1,1
2026-04-27,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-04-27,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,37.4,1,1
2026-04-27,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-04-27,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-04-27,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-04-28,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,55.1,1,0
2026-04-28,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-04-28,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-04-28,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-04-28,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-04-28,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-04-28,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-04-29,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,9.1,1,1
2026-04-29,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-04-29,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-04-29,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-04-29,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,32.3,1,1
2026-04-29,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,40.1,1,1
2026-04-29,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-04-30,2026,4,Apr,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-04-30,2026,4,Apr,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-04-30,2026,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-04-30,2026,4,Apr,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-04-30,2026,4,Apr,LDP,Estate Landak Permai,Kalimantan Barat,41.6,1,1
2026-04-30,2026,4,Apr,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-04-30,2026,4,Apr,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-05-01,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-05-01,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,15.5,1,1
2026-05-01,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-05-01,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,24.3,1,1
2026-05-01,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,8.8,1,1
2026-05-01,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-05-01,2026,5,Mei,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-05-02,2026,5,Mei,BSK,Estate Bukit Sekawan,Kalimantan Tengah,35.4,1,1
2026-05-02,2026,5,Mei,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-05-02,2026,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-05-02,2026,5,Mei,SRK,Estate Sungai Rangkat,Kalimantan Barat,50.1,1,1
2026-05-02,2026,5,Mei,LDP,Estate Landak Permai,Kalimantan Barat,34.7,1,1
2026-05-02,2026,5,Mei,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
