SampelID,Tanggal,Bulan,NamaBulan,Minggu,PKS,KodePKS,Wilayah,KapasitasPKS_TonPerJam,Shift,Stasiun,JenisLosses,Basis,HasilAnalisa_Persen,StandarMaks_Persen,Deviasi_Persen,Status,Analis,MetodeUji,TBS_Olah_Ton,JamOlah,KapasitasTerpakai_Persen,SuhuRebusan_C,TekananRebusan_Bar,SiklusRebusan_Menit,TekananPress_Bar,JamOperasiPress_Kumulatif,JanjangMentahHariIni_Persen,RestanRata2_Jam
LS-003225,2026-07-25,7,Jul,30,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Ampas Press / Fibre,Oil Loss,% terhadap TBS olah,1.093,0.6,0.493,Melebihi Standar,Nanda Wijaya,Soxhlet Ekstraksi,634.5,15.2,92.8,137.8,2.92,72.5,39.9,7800,3.25,18.0
LS-003226,2026-07-25,7,Jul,30,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Biji / Nut,Oil Loss,% terhadap TBS olah,0.221,0.2,0.021,Melebihi Standar,Agus Prakoso,NMR,634.5,15.2,92.8,138.6,3.17,66.7,41.6,7800,3.25,18.0
LS-003227,2026-07-25,7,Jul,30,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Sludge / Final Effluent,Oil Loss,% terhadap TBS olah,0.778,0.55,0.228,Melebihi Standar,Firman Ramadhan,Oven Kadar Air + Soxhlet,634.5,15.2,92.8,139.9,2.77,74.2,38.1,7800,3.25,18.0
LS-003228,2026-07-25,7,Jul,30,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Fibre Cyclone,Kernel Loss,% terhadap TBS olah,0.867,0.6,0.267,Melebihi Standar,Firman Ramadhan,Soxhlet Ekstraksi,634.5,15.2,92.8,136.5,3.01,66.9,41.1,7800,3.25,18.0
LS-003229,2026-07-25,7,Jul,30,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Kernel di Cangkang (LTDS),Kernel Loss,% terhadap TBS olah,0.788,0.55,0.238,Melebihi Standar,Nanda Wijaya,NMR,634.5,15.2,92.8,135.6,2.58,72.1,43.5,7800,3.25,18.0
LS-003230,2026-07-25,7,Jul,30,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Kernel di Claybath,Kernel Loss,% terhadap TBS olah,0.422,0.35,0.072,Melebihi Standar,Agus Prakoso,NMR,634.5,15.2,92.8,137.9,2.88,76.6,41.6,7800,3.25,18.0
LS-003231,2026-07-25,7,Jul,30,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Effluent,Kernel Loss,% terhadap TBS olah,0.054,0.05,0.004,Melebihi Standar,Tirta Sanjaya,NMR,634.5,15.2,92.8,136.7,2.87,76.7,41.4,7800,3.25,18.0
LS-003232,2026-07-27,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Tandan Kosong (EFB),Oil Loss,% terhadap TBS olah,0.91,0.45,0.46,Melebihi Standar,Nanda Wijaya,NMR,607.9,15.4,87.7,139.3,2.98,70.8,45.3,7800,2.78,18.9
LS-003233,2026-07-27,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Unstripped Bunch (USB),Oil Loss,% terhadap TBS olah,0.463,0.1,0.363,Melebihi Standar,Tirta Sanjaya,Soxhlet Ekstraksi,607.9,15.4,87.7,142.5,2.82,75.7,46.1,7800,2.78,18.9
LS-003234,2026-07-27,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Ampas Press / Fibre,Oil Loss,% terhadap TBS olah,1.194,0.6,0.594,Melebihi Standar,Umi Salamah,Soxhlet Ekstraksi,607.9,15.4,87.7,132.7,2.92,70.8,39.7,7800,2.78,18.9
LS-003235,2026-07-27,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Biji / Nut,Oil Loss,% terhadap TBS olah,0.221,0.2,0.021,Melebihi Standar,Firman Ramadhan,Oven Kadar Air + Soxhlet,607.9,15.4,87.7,136.1,3.11,72.6,39.2,7800,2.78,18.9
LS-003236,2026-07-27,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Sludge / Final Effluent,Oil Loss,% terhadap TBS olah,0.721,0.55,0.171,Melebihi Standar,Firman Ramadhan,NMR,607.9,15.4,87.7,138.6,2.79,73.4,43.4,7800,2.78,18.9
LS-003237,2026-07-27,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Fibre Cyclone,Kernel Loss,% terhadap TBS olah,0.864,0.6,0.264,Melebihi Standar,Agus Prakoso,Soxhlet Ekstraksi,607.9,15.4,87.7,138.5,3.06,72.2,43.2,7800,2.78,18.9
LS-003238,2026-07-27,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Kernel di Cangkang (LTDS),Kernel Loss,% terhadap TBS olah,0.691,0.55,0.141,Melebihi Standar,Tirta Sanjaya,Oven Kadar Air + Soxhlet,607.9,15.4,87.7,138.6,2.85,69.6,40.8,7800,2.78,18.9
LS-003239,2026-07-27,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Kernel di Claybath,Kernel Loss,% terhadap TBS olah,0.443,0.35,0.093,Melebihi Standar,Nanda Wijaya,NMR,607.9,15.4,87.7,142.5,2.81,73.7,43.6,7800,2.78,18.9
LS-003240,2026-07-27,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Effluent,Kernel Loss,% terhadap TBS olah,0.053,0.05,0.003,Melebihi Standar,Tirta Sanjaya,Soxhlet Ekstraksi,607.9,15.4,87.7,142.1,3.28,73.5,39.0,7800,2.78,18.9
LS-003241,2026-07-28,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Tandan Kosong (EFB),Oil Loss,% terhadap TBS olah,1.013,0.45,0.563,Melebihi Standar,Umi Salamah,Soxhlet Ekstraksi,674.2,15.5,96.7,130.5,2.81,71.5,40.1,7800,3.15,18.9
LS-003242,2026-07-28,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Unstripped Bunch (USB),Oil Loss,% terhadap TBS olah,0.441,0.1,0.341,Melebihi Standar,Nanda Wijaya,Oven Kadar Air + Soxhlet,674.2,15.5,96.7,130.8,2.75,74.4,40.0,7800,3.15,18.9
LS-003243,2026-07-28,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Ampas Press / Fibre,Oil Loss,% terhadap TBS olah,1.096,0.6,0.496,Melebihi Standar,Firman Ramadhan,NMR,674.2,15.5,96.7,141.4,2.82,71.5,43.0,7800,3.15,18.9
LS-003244,2026-07-28,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Biji / Nut,Oil Loss,% terhadap TBS olah,0.218,0.2,0.018,Melebihi Standar,Umi Salamah,Soxhlet Ekstraksi,674.2,15.5,96.7,137.4,2.49,66.3,36.9,7800,3.15,18.9
LS-003245,2026-07-28,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Sludge / Final Effluent,Oil Loss,% terhadap TBS olah,0.783,0.55,0.233,Melebihi Standar,Firman Ramadhan,NMR,674.2,15.5,96.7,139.5,2.94,68.3,40.1,7800,3.15,18.9
LS-003246,2026-07-28,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Kernel di Fibre Cyclone,Kernel Loss,% terhadap TBS olah,0.852,0.6,0.252,Melebihi Standar,Nanda Wijaya,Oven Kadar Air + Soxhlet,674.2,15.5,96.7,139.7,2.68,71.1,39.9,7800,3.15,18.9
LS-003247,2026-07-28,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Kernel di Cangkang (LTDS),Kernel Loss,% terhadap TBS olah,0.795,0.55,0.245,Melebihi Standar,Firman Ramadhan,Soxhlet Ekstraksi,674.2,15.5,96.7,138.4,2.7,74.3,38.1,7800,3.15,18.9
LS-003248,2026-07-28,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Claybath,Kernel Loss,% terhadap TBS olah,0.431,0.35,0.081,Melebihi Standar,Tirta Sanjaya,NMR,674.2,15.5,96.7,139.4,2.74,68.4,41.1,7800,3.15,18.9
LS-003249,2026-07-28,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Effluent,Kernel Loss,% terhadap TBS olah,0.058,0.05,0.008,Melebihi Standar,Agus Prakoso,Oven Kadar Air + Soxhlet,674.2,15.5,96.7,136.5,2.97,70.1,44.5,7800,3.15,18.9
LS-003250,2026-07-29,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Tandan Kosong (EFB),Oil Loss,% terhadap TBS olah,1.051,0.45,0.601,Melebihi Standar,Tirta Sanjaya,NMR,606.1,15.8,85.2,138.7,3.02,75.7,40.7,7800,2.65,16.3
LS-003251,2026-07-29,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Unstripped Bunch (USB),Oil Loss,% terhadap TBS olah,0.409,0.1,0.309,Melebihi Standar,Firman Ramadhan,Oven Kadar Air + Soxhlet,606.1,15.8,85.2,141.3,2.88,70.8,38.2,7800,2.65,16.3
LS-003252,2026-07-29,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Ampas Press / Fibre,Oil Loss,% terhadap TBS olah,1.22,0.6,0.62,Melebihi Standar,Agus Prakoso,Soxhlet Ekstraksi,606.1,15.8,85.2,140.0,2.96,69.7,41.8,7800,2.65,16.3
LS-003253,2026-07-29,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Biji / Nut,Oil Loss,% terhadap TBS olah,0.207,0.2,0.007,Melebihi Standar,Nanda Wijaya,Oven Kadar Air + Soxhlet,606.1,15.8,85.2,133.8,2.56,76.4,43.4,7800,2.65,16.3
LS-003254,2026-07-29,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Sludge / Final Effluent,Oil Loss,% terhadap TBS olah,0.825,0.55,0.275,Melebihi Standar,Umi Salamah,NMR,606.1,15.8,85.2,138.7,2.85,72.6,43.0,7800,2.65,16.3
LS-003255,2026-07-29,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Kernel di Fibre Cyclone,Kernel Loss,% terhadap TBS olah,1.035,0.6,0.435,Melebihi Standar,Agus Prakoso,NMR,606.1,15.8,85.2,137.1,2.92,65.8,41.7,7800,2.65,16.3
LS-003256,2026-07-29,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Cangkang (LTDS),Kernel Loss,% terhadap TBS olah,0.778,0.55,0.228,Melebihi Standar,Firman Ramadhan,NMR,606.1,15.8,85.2,140.6,2.82,66.9,40.2,7800,2.65,16.3
LS-003257,2026-07-29,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Claybath,Kernel Loss,% terhadap TBS olah,0.39,0.35,0.04,Melebihi Standar,Umi Salamah,Oven Kadar Air + Soxhlet,606.1,15.8,85.2,138.8,2.86,68.5,43.7,7800,2.65,16.3
LS-003258,2026-07-29,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Kernel di Effluent,Kernel Loss,% terhadap TBS olah,0.058,0.05,0.008,Melebihi Standar,Firman Ramadhan,Oven Kadar Air + Soxhlet,606.1,15.8,85.2,136.9,3.11,72.4,40.3,7800,2.65,16.3
LS-003259,2026-07-30,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Tandan Kosong (EFB),Oil Loss,% terhadap TBS olah,0.948,0.45,0.498,Melebihi Standar,Nanda Wijaya,Soxhlet Ekstraksi,681.7,16.1,94.1,138.8,2.73,67.4,41.5,7800,3.13,14.1
LS-003260,2026-07-30,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Unstripped Bunch (USB),Oil Loss,% terhadap TBS olah,0.477,0.1,0.377,Melebihi Standar,Agus Prakoso,Soxhlet Ekstraksi,681.7,16.1,94.1,139.5,2.79,69.1,42.7,7800,3.13,14.1
LS-003261,2026-07-30,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Ampas Press / Fibre,Oil Loss,% terhadap TBS olah,1.167,0.6,0.567,Melebihi Standar,Firman Ramadhan,Soxhlet Ekstraksi,681.7,16.1,94.1,138.2,2.68,66.7,41.5,7800,3.13,14.1
LS-003262,2026-07-30,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Biji / Nut,Oil Loss,% terhadap TBS olah,0.236,0.2,0.036,Melebihi Standar,Umi Salamah,NMR,681.7,16.1,94.1,140.9,2.96,75.8,44.0,7800,3.13,14.1
LS-003263,2026-07-30,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Sludge / Final Effluent,Oil Loss,% terhadap TBS olah,0.785,0.55,0.235,Melebihi Standar,Nanda Wijaya,Soxhlet Ekstraksi,681.7,16.1,94.1,140.6,2.75,71.7,42.3,7800,3.13,14.1
LS-003264,2026-07-30,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Fibre Cyclone,Kernel Loss,% terhadap TBS olah,0.938,0.6,0.338,Melebihi Standar,Agus Prakoso,NMR,681.7,16.1,94.1,139.9,3.06,72.1,44.1,7800,3.13,14.1
LS-003265,2026-07-30,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Kernel di Cangkang (LTDS),Kernel Loss,% terhadap TBS olah,0.726,0.55,0.176,Melebihi Standar,Nanda Wijaya,NMR,681.7,16.1,94.1,134.2,2.84,71.7,41.8,7800,3.13,14.1
LS-003266,2026-07-30,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Claybath,Kernel Loss,% terhadap TBS olah,0.416,0.35,0.066,Melebihi Standar,Umi Salamah,Oven Kadar Air + Soxhlet,681.7,16.1,94.1,134.9,2.93,70.8,39.9,7800,3.13,14.1
LS-003267,2026-07-30,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Kernel di Effluent,Kernel Loss,% terhadap TBS olah,0.055,0.05,0.005,Melebihi Standar,Agus Prakoso,Oven Kadar Air + Soxhlet,681.7,16.1,94.1,129.5,3.19,72.0,39.4,7800,3.13,14.1
LS-003268,2026-07-31,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Tandan Kosong (EFB),Oil Loss,% terhadap TBS olah,1.008,0.45,0.558,Melebihi Standar,Umi Salamah,Soxhlet Ekstraksi,654.2,15.8,92.0,135.7,2.77,67.6,39.3,7800,3.18,15.2
LS-003269,2026-07-31,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Unstripped Bunch (USB),Oil Loss,% terhadap TBS olah,0.497,0.1,0.397,Melebihi Standar,Umi Salamah,Oven Kadar Air + Soxhlet,654.2,15.8,92.0,139.7,2.98,77.9,39.4,7800,3.18,15.2
LS-003270,2026-07-31,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Ampas Press / Fibre,Oil Loss,% terhadap TBS olah,1.058,0.6,0.458,Melebihi Standar,Tirta Sanjaya,NMR,654.2,15.8,92.0,137.8,2.81,75.1,36.9,7800,3.18,15.2
LS-003271,2026-07-31,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Biji / Nut,Oil Loss,% terhadap TBS olah,0.232,0.2,0.032,Melebihi Standar,Umi Salamah,Soxhlet Ekstraksi,654.2,15.8,92.0,134.9,3.08,69.6,37.1,7800,3.18,15.2
LS-003272,2026-07-31,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Sludge / Final Effluent,Oil Loss,% terhadap TBS olah,0.71,0.55,0.16,Melebihi Standar,Umi Salamah,NMR,654.2,15.8,92.0,139.6,3.06,67.1,43.4,7800,3.18,15.2
LS-003273,2026-07-31,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Fibre Cyclone,Kernel Loss,% terhadap TBS olah,0.88,0.6,0.28,Melebihi Standar,Agus Prakoso,Soxhlet Ekstraksi,654.2,15.8,92.0,135.9,2.96,73.1,39.4,7800,3.18,15.2
LS-003274,2026-07-31,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Kernel di Cangkang (LTDS),Kernel Loss,% terhadap TBS olah,0.735,0.55,0.185,Melebihi Standar,Umi Salamah,NMR,654.2,15.8,92.0,137.4,2.9,66.1,43.3,7800,3.18,15.2
LS-003275,2026-07-31,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Kernel di Claybath,Kernel Loss,% terhadap TBS olah,0.447,0.35,0.097,Melebihi Standar,Nanda Wijaya,Oven Kadar Air + Soxhlet,654.2,15.8,92.0,136.0,2.77,70.1,40.5,7800,3.18,15.2
LS-003276,2026-07-31,7,Jul,31,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Kernel di Effluent,Kernel Loss,% terhadap TBS olah,0.055,0.05,0.005,Melebihi Standar,Umi Salamah,Soxhlet Ekstraksi,654.2,15.8,92.0,138.0,3.01,71.2,42.1,7800,3.18,15.2
LS-003277,2026-01-01,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 1,Tandan Kosong (EFB),Oil Loss,% terhadap TBS olah,0.362,0.45,-0.088,Sesuai Standar,Firman Ramadhan,Soxhlet Ekstraksi,580.3,10.8,89.6,142.6,3.09,90.2,49.0,3200,2.22,12.2
LS-003278,2026-01-01,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 2,Unstripped Bunch (USB),Oil Loss,% terhadap TBS olah,0.084,0.1,-0.016,Sesuai Standar,Tirta Sanjaya,NMR,580.3,10.8,89.6,140.7,2.83,89.8,47.0,3200,2.22,12.2
LS-003279,2026-01-01,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 2,Ampas Press / Fibre,Oil Loss,% terhadap TBS olah,0.439,0.6,-0.161,Sesuai Standar,Umi Salamah,Soxhlet Ekstraksi,580.3,10.8,89.6,140.3,3.18,86.0,41.8,3200,2.22,12.2
LS-003280,2026-01-01,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 2,Biji / Nut,Oil Loss,% terhadap TBS olah,0.153,0.2,-0.047,Sesuai Standar,Tirta Sanjaya,Soxhlet Ekstraksi,580.3,10.8,89.6,139.1,2.79,91.1,47.9,3200,2.22,12.2
LS-003281,2026-01-01,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 1,Sludge / Final Effluent,Oil Loss,% terhadap TBS olah,0.469,0.55,-0.081,Sesuai Standar,Agus Prakoso,Oven Kadar Air + Soxhlet,580.3,10.8,89.6,140.6,2.97,92.5,47.5,3200,2.22,12.2
LS-003282,2026-01-01,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 2,Kernel di Fibre Cyclone,Kernel Loss,% terhadap TBS olah,0.511,0.6,-0.089,Sesuai Standar,Tirta Sanjaya,Oven Kadar Air + Soxhlet,580.3,10.8,89.6,141.8,3.09,91.2,45.1,3200,2.22,12.2
LS-003283,2026-01-01,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 1,Kernel di Cangkang (LTDS),Kernel Loss,% terhadap TBS olah,0.447,0.55,-0.103,Sesuai Standar,Agus Prakoso,Soxhlet Ekstraksi,580.3,10.8,89.6,135.0,3.04,92.8,44.7,3200,2.22,12.2
LS-003284,2026-01-01,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 1,Kernel di Claybath,Kernel Loss,% terhadap TBS olah,0.253,0.35,-0.097,Sesuai Standar,Agus Prakoso,Oven Kadar Air + Soxhlet,580.3,10.8,89.6,135.5,2.91,84.0,49.5,3200,2.22,12.2
LS-003285,2026-01-01,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 1,Kernel di Effluent,Kernel Loss,% terhadap TBS olah,0.043,0.05,-0.007,Sesuai Standar,Agus Prakoso,Soxhlet Ekstraksi,580.3,10.8,89.6,136.0,2.95,89.5,47.8,3200,2.22,12.2
LS-003286,2026-01-02,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 1,Tandan Kosong (EFB),Oil Loss,% terhadap TBS olah,0.328,0.45,-0.122,Sesuai Standar,Tirta Sanjaya,Oven Kadar Air + Soxhlet,618.3,10.9,94.5,138.0,2.63,92.3,49.0,3200,2.56,14.7
LS-003287,2026-01-02,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 2,Unstripped Bunch (USB),Oil Loss,% terhadap TBS olah,0.084,0.1,-0.016,Sesuai Standar,Agus Prakoso,Soxhlet Ekstraksi,618.3,10.9,94.5,140.6,3.13,89.1,43.9,3200,2.56,14.7
LS-003288,2026-01-02,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 1,Ampas Press / Fibre,Oil Loss,% terhadap TBS olah,0.488,0.6,-0.112,Sesuai Standar,Tirta Sanjaya,Oven Kadar Air + Soxhlet,618.3,10.9,94.5,139.2,2.93,87.4,46.6,3200,2.56,14.7
LS-003289,2026-01-02,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 1,Biji / Nut,Oil Loss,% terhadap TBS olah,0.163,0.2,-0.037,Sesuai Standar,Tirta Sanjaya,Oven Kadar Air + Soxhlet,618.3,10.9,94.5,136.5,3.02,89.0,48.2,3200,2.56,14.7
LS-003290,2026-01-02,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 1,Sludge / Final Effluent,Oil Loss,% terhadap TBS olah,0.415,0.55,-0.135,Sesuai Standar,Firman Ramadhan,NMR,618.3,10.9,94.5,137.0,3.04,91.6,46.1,3200,2.56,14.7
LS-003291,2026-01-02,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 1,Kernel di Fibre Cyclone,Kernel Loss,% terhadap TBS olah,0.493,0.6,-0.107,Sesuai Standar,Umi Salamah,NMR,618.3,10.9,94.5,139.8,2.96,90.6,44.1,3200,2.56,14.7
LS-003292,2026-01-02,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 1,Kernel di Cangkang (LTDS),Kernel Loss,% terhadap TBS olah,0.448,0.55,-0.102,Sesuai Standar,Tirta Sanjaya,Oven Kadar Air + Soxhlet,618.3,10.9,94.5,138.7,3.07,93.8,49.9,3200,2.56,14.7
LS-003293,2026-01-02,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 2,Kernel di Claybath,Kernel Loss,% terhadap TBS olah,0.263,0.35,-0.087,Sesuai Standar,Firman Ramadhan,Oven Kadar Air + Soxhlet,618.3,10.9,94.5,137.4,3.06,87.9,49.5,3200,2.56,14.7
LS-003294,2026-01-02,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 2,Kernel di Effluent,Kernel Loss,% terhadap TBS olah,0.043,0.05,-0.007,Sesuai Standar,Firman Ramadhan,Oven Kadar Air + Soxhlet,618.3,10.9,94.5,134.4,2.93,86.2,46.8,3200,2.56,14.7
LS-003295,2026-01-03,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 2,Tandan Kosong (EFB),Oil Loss,% terhadap TBS olah,0.325,0.45,-0.125,Sesuai Standar,Umi Salamah,NMR,612.4,11.9,85.8,134.3,2.98,88.6,46.4,3200,2.84,12.9
LS-003296,2026-01-03,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 2,Unstripped Bunch (USB),Oil Loss,% terhadap TBS olah,0.079,0.1,-0.021,Sesuai Standar,Firman Ramadhan,Oven Kadar Air + Soxhlet,612.4,11.9,85.8,140.0,2.98,88.3,50.3,3200,2.84,12.9
LS-003297,2026-01-03,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 2,Ampas Press / Fibre,Oil Loss,% terhadap TBS olah,0.437,0.6,-0.163,Sesuai Standar,Firman Ramadhan,NMR,612.4,11.9,85.8,134.3,2.95,87.6,46.0,3200,2.84,12.9
LS-003298,2026-01-03,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 2,Biji / Nut,Oil Loss,% terhadap TBS olah,0.157,0.2,-0.043,Sesuai Standar,Umi Salamah,NMR,612.4,11.9,85.8,143.1,2.89,90.5,50.0,3200,2.84,12.9
LS-003299,2026-01-03,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 2,Sludge / Final Effluent,Oil Loss,% terhadap TBS olah,0.476,0.55,-0.074,Sesuai Standar,Nanda Wijaya,Soxhlet Ekstraksi,612.4,11.9,85.8,141.4,3.12,90.5,49.8,3200,2.84,12.9
LS-003300,2026-01-03,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 1,Kernel di Fibre Cyclone,Kernel Loss,% terhadap TBS olah,0.53,0.6,-0.07,Sesuai Standar,Firman Ramadhan,Soxhlet Ekstraksi,612.4,11.9,85.8,135.7,2.84,89.0,46.7,3200,2.84,12.9
LS-003301,2026-01-03,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 1,Kernel di Cangkang (LTDS),Kernel Loss,% terhadap TBS olah,0.454,0.55,-0.096,Sesuai Standar,Firman Ramadhan,Soxhlet Ekstraksi,612.4,11.9,85.8,137.8,3.06,88.3,44.1,3200,2.84,12.9
LS-003302,2026-01-03,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 1,Kernel di Claybath,Kernel Loss,% terhadap TBS olah,0.283,0.35,-0.067,Sesuai Standar,Agus Prakoso,Oven Kadar Air + Soxhlet,612.4,11.9,85.8,141.9,2.81,92.9,50.6,3200,2.84,12.9
LS-003303,2026-01-03,1,Jan,1,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 2,Kernel di Effluent,Kernel Loss,% terhadap TBS olah,0.042,0.05,-0.008,Sesuai Standar,Tirta Sanjaya,NMR,612.4,11.9,85.8,140.5,2.94,89.0,44.7,3200,2.84,12.9
LS-003304,2026-01-05,1,Jan,2,PKS Rokan Jaya,PKS-RKJ,Riau,60,Shift 2,Tandan Kosong (EFB),Oil Loss,% terhadap TBS olah,0.349,0.45,-0.101,Sesuai Standar,Firman Ramadhan,Oven Kadar Air + Soxhlet,545.1,10.3,88.2,138.0,2.81,96.9,51.8,3200,1.57,14.9
