RekomendasiID,Tahun,BlokID,EstateKode,Estate,Wilayah,Afdeling,StatusKebun,LuasHa,JumlahPokok,UmurTanaman,JenisTanah,K_Daun_Persen,StatusK,NPK_13_6_27_4_KgPerPokok,MOP_KgPerPokok,Kieserite_KgPerPokok,Urea_KgPerPokok,RockPhosphate_KgPerPokok,Borate_KgPerPokok,TotalPupuk_Ton,EstimasiBiaya_Rp,Semester1_Persen,Semester2_Persen,DasarRekomendasi,DisusunOleh,DisetujuiOleh
RK-00447,2026,SRK-A-015,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,31.1,4043,16,Gambut,1.219,Optimum,3.21,1.31,1.2,0.9,0.75,0.18,30.52,252136158,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00448,2026,SRK-A-016,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,27.5,3630,14,Gambut,0.969,Defisit,4.12,1.39,0.85,0.9,0.75,0.1,29.44,240364167,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00449,2026,SRK-A-017,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,30.9,4017,13,Gambut,1.038,Optimum,3.22,1.32,0.85,1.25,0.75,0.18,30.41,280477530,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00450,2026,SRK-A-018,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,26.7,3524,11,Aluvial,1.223,Optimum,3.43,1.4,0.85,0.9,0.45,0.1,25.13,217592823,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00451,2026,SRK-A-019,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,30.6,4284,17,Mineral,1.192,Optimum,3.15,1.39,0.85,1.25,0.45,0.1,30.8,281221236,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00452,2026,SRK-A-020,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,25.0,3250,9,Gambut,1.276,Optimum,3.18,1.37,1.2,1.25,0.75,0.18,25.77,202387957,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00453,2026,SRK-A-021,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,30.5,4362,15,Gambut,1.025,Optimum,3.22,1.43,0.85,1.25,0.75,0.18,33.5,297373565,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00454,2026,SRK-A-022,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,29.9,4126,17,Mineral,1.406,Optimum,3.38,1.35,0.85,0.9,0.45,0.18,29.34,267771892,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00455,2026,SRK-A-023,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,26.6,3804,10,Podsolik Merah Kuning,1.18,Optimum,3.3,1.46,0.85,0.9,0.45,0.1,26.86,249302758,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00456,2026,SRK-A-024,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,25.3,3491,15,Podsolik Merah Kuning,1.129,Optimum,3.27,1.49,1.2,1.25,0.45,0.18,27.37,249226511,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00457,2026,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,4082,19,Podsolik Merah Kuning,1.183,Optimum,3.09,1.34,1.2,0.9,0.45,0.1,28.9,254852700,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00458,2026,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,3224,16,Mineral,1.201,Optimum,3.42,1.33,0.85,0.9,0.45,0.1,22.73,187414542,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00459,2026,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,3643,17,Mineral,1.24,Optimum,3.3,1.3,0.85,0.9,0.45,0.1,25.14,224868624,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00460,2026,SRK-B-004,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,29.7,4099,10,Podsolik Merah Kuning,1.21,Optimum,3.36,1.46,0.85,0.9,0.45,0.1,29.18,242315551,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00461,2026,SRK-B-005,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,29.4,3822,18,Mineral,1.243,Optimum,3.42,1.36,0.85,0.9,0.45,0.18,27.37,256185260,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00462,2026,SRK-B-006,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,28.5,3933,9,Mineral,1.272,Optimum,3.33,1.32,1.2,1.25,0.45,0.1,30.09,248511242,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00463,2026,SRK-B-007,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.2,4056,13,Mineral,1.099,Optimum,3.06,1.34,0.85,0.9,0.45,0.1,27.18,212695775,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00464,2026,SRK-B-008,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,28.2,4033,17,Mineral,1.141,Optimum,3.16,1.34,0.85,1.25,0.45,0.1,28.84,260532215,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00465,2026,SRK-B-009,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.3,3472,8,Mineral,1.332,Optimum,3.09,1.47,1.2,0.9,0.45,0.1,25.03,208009329,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00466,2026,SRK-B-010,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,30.3,3939,17,Gambut,1.051,Optimum,3.09,1.36,1.2,0.9,0.75,0.1,29.15,238471312,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00467,2026,SRK-B-011,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,29.8,4172,12,Podsolik Merah Kuning,1.167,Optimum,3.37,1.29,0.85,0.9,0.45,0.1,29.04,226778513,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00468,2026,SRK-B-012,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,25.3,3289,12,Gambut,1.069,Optimum,3.14,1.47,0.85,0.9,0.75,0.1,23.71,209262918,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00469,2026,SRK-B-013,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.3,3305,8,Mineral,1.24,Optimum,3.25,1.47,0.85,0.9,0.45,0.18,23.47,186718311,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00470,2026,SRK-B-014,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,27.9,3766,12,Gambut,1.149,Optimum,3.12,1.29,0.85,1.25,0.75,0.18,28.02,247713710,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00471,2026,SRK-B-015,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,28.3,3622,8,Aluvial,1.182,Optimum,3.22,1.31,1.2,0.9,0.45,0.1,26.01,231747284,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00472,2026,SRK-B-016,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,27.0,3726,8,Aluvial,1.172,Optimum,3.07,1.41,0.85,1.25,0.45,0.1,26.57,220321640,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00473,2026,SRK-B-017,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,30.4,3891,18,Gambut,1.261,Optimum,3.23,1.26,0.85,1.25,0.75,0.18,29.26,268325430,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00474,2026,SRK-B-018,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,28.3,3962,19,Mineral,1.177,Optimum,3.17,1.29,0.85,1.25,0.45,0.1,28.17,250372842,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00475,2026,SRK-B-019,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,29.3,4190,7,Podsolik Merah Kuning,1.128,Optimum,3.09,1.3,0.85,0.9,0.45,0.1,28.03,238241232,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00476,2026,SRK-B-020,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,27.3,3822,14,Podsolik Merah Kuning,1.095,Optimum,3.4,1.33,0.85,0.9,0.45,0.1,26.87,213641067,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00477,2026,SRK-B-021,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,25.4,3632,7,Podsolik Merah Kuning,1.1,Optimum,3.32,1.34,1.2,0.9,0.45,0.1,26.55,213073420,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00478,2026,SRK-B-022,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.8,3430,19,Mineral,1.195,Optimum,3.11,1.42,0.85,0.9,0.45,0.1,23.43,214111220,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00479,2026,SRK-B-023,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.6,4266,8,Mineral,1.148,Optimum,3.16,1.3,0.85,0.9,0.45,0.1,28.84,241813305,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00480,2026,SRK-B-024,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,30.9,4419,18,Podsolik Merah Kuning,1.067,Optimum,3.33,1.43,0.85,1.25,0.45,0.1,32.74,255685584,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00481,2026,SRK-C-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Inti,29.8,4112,14,Mineral,1.232,Optimum,3.2,1.31,0.85,1.25,0.45,0.18,29.77,266818139,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00482,2026,SRK-C-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Inti,24.8,3472,9,Mineral,1.132,Optimum,3.45,1.37,1.2,1.25,0.45,0.1,27.15,232929786,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00483,2026,SRK-C-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Inti,29.4,3998,19,Mineral,1.017,Optimum,3.23,1.46,0.85,1.25,0.45,0.18,29.67,273134922,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00484,2026,SRK-C-004,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Inti,24.2,3146,12,Mineral,1.13,Optimum,3.25,1.25,0.85,1.25,0.45,0.18,22.75,198341184,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00485,2026,SRK-C-005,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Inti,25.8,3483,10,Mineral,1.164,Optimum,3.12,1.34,0.85,1.25,0.45,0.1,24.76,197271760,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00486,2026,SRK-C-006,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Inti,26.5,3392,17,Mineral,1.045,Optimum,3.33,1.43,1.2,0.9,0.45,0.18,25.41,203369760,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00487,2026,SRK-C-007,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Inti,25.7,3290,11,Podsolik Merah Kuning,1.166,Optimum,3.09,1.34,0.85,0.9,0.45,0.1,22.14,180507518,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00488,2026,SRK-C-008,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Inti,28.0,3780,9,Gambut,1.368,Optimum,3.17,1.49,0.85,0.9,0.75,0.18,27.75,223230347,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00489,2026,SRK-C-009,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Inti,24.7,3162,19,Mineral,1.201,Optimum,3.31,1.31,0.85,1.25,0.45,0.1,22.99,203274504,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00490,2026,SRK-C-010,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Inti,25.7,3341,8,Mineral,1.074,Optimum,3.07,1.47,0.85,0.9,0.45,0.1,22.85,197515040,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00491,2026,SRK-C-011,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Inti,29.5,4130,11,Podsolik Merah Kuning,1.221,Optimum,3.1,1.34,0.85,1.25,0.45,0.1,29.28,262764510,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00492,2026,SRK-C-012,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Inti,28.4,3749,16,Podsolik Merah Kuning,1.146,Optimum,3.31,1.42,0.85,1.25,0.45,0.1,27.67,229219834,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00493,2026,SRK-C-013,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Inti,26.9,3658,7,Gambut,1.049,Optimum,3.42,1.35,0.85,0.9,0.75,0.18,27.25,222872418,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00494,2026,SRK-C-014,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Inti,31.3,4132,8,Mineral,1.187,Optimum,3.21,1.47,0.85,1.25,0.45,0.1,30.29,262719032,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00495,2026,SRK-C-015,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Inti,27.5,3932,19,Mineral,1.12,Optimum,3.19,1.33,1.2,1.25,0.45,0.1,29.57,260606935,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00496,2026,SRK-C-016,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Inti,25.6,3328,14,Aluvial,1.176,Optimum,3.13,1.44,0.85,0.9,0.45,0.1,22.86,182763868,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00497,2026,SRK-C-017,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Inti,24.5,3332,13,Podsolik Merah Kuning,0.978,Defisit,4.24,1.37,0.85,0.9,0.45,0.1,26.36,219751272,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00498,2026,SRK-C-018,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Inti,30.3,4333,15,Mineral,1.102,Optimum,3.36,1.43,1.2,0.9,0.45,0.1,32.24,273420484,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00499,2026,SRK-C-019,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Inti,28.7,4018,21,Gambut,1.167,Optimum,3.37,1.38,0.85,0.9,0.75,0.1,29.53,241041331,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00500,2026,SRK-C-020,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Inti,24.4,3294,21,Mineral,1.104,Optimum,3.28,1.39,0.85,1.25,0.45,0.1,24.11,209920162,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00501,2026,SRK-C-021,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Inti,29.6,4144,12,Podsolik Merah Kuning,1.187,Optimum,3.31,1.37,0.85,0.9,0.45,0.1,28.93,242629239,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00502,2026,SRK-C-022,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Inti,27.0,3645,18,Gambut,1.043,Optimum,3.1,1.46,0.85,1.25,0.75,0.1,27.37,216453700,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00503,2026,SRK-C-023,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Inti,26.2,3668,9,Gambut,1.22,Optimum,3.08,1.38,1.2,1.25,0.75,0.18,28.76,228393317,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00504,2026,SRK-C-024,SRK,Estate Sungai Rangkat,Kalimantan Barat,C,Inti,31.3,4226,8,Podsolik Merah Kuning,1.194,Optimum,3.34,1.29,0.85,0.9,0.45,0.1,29.29,266543251,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00505,2026,SRK-D-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Inti,29.1,3783,7,Gambut,1.116,Optimum,3.24,1.35,0.85,0.9,0.75,0.1,27.2,216562089,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00506,2026,SRK-D-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Inti,31.3,4382,9,Gambut,1.266,Optimum,3.12,1.32,0.85,0.9,0.75,0.18,31.2,253198866,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00507,2026,SRK-D-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Inti,29.1,3928,14,Mineral,1.18,Optimum,3.25,1.31,1.2,1.25,0.45,0.1,29.7,253233360,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00508,2026,SRK-D-004,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Inti,28.6,3890,10,Mineral,1.121,Optimum,3.43,1.37,0.85,0.9,0.45,0.1,27.62,254580401,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00509,2026,SRK-D-005,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Inti,28.4,3862,9,Mineral,1.042,Optimum,3.12,1.46,1.2,0.9,0.45,0.1,27.92,228386766,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00510,2026,SRK-D-006,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Inti,29.1,3958,11,Podsolik Merah Kuning,1.157,Optimum,3.1,1.39,0.85,0.9,0.45,0.1,26.87,244615436,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00511,2026,SRK-D-007,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Inti,26.6,3804,14,Gambut,1.115,Optimum,3.44,1.34,0.85,0.9,0.75,0.18,28.38,229551827,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00512,2026,SRK-D-008,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Inti,26.6,3618,15,Podsolik Merah Kuning,1.118,Optimum,3.28,1.39,1.2,0.9,0.45,0.1,26.48,232619255,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00513,2026,SRK-D-009,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Inti,30.5,3965,16,Podsolik Merah Kuning,1.16,Optimum,3.19,1.27,1.2,0.9,0.45,0.18,28.51,236276338,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00514,2026,SRK-D-010,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Inti,26.6,3618,14,Mineral,1.139,Optimum,3.17,1.26,0.85,0.9,0.45,0.1,24.35,193621862,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00515,2026,SRK-D-011,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Inti,30.1,4064,19,Podsolik Merah Kuning,1.276,Optimum,3.14,1.48,0.85,0.9,0.45,0.18,28.45,256721764,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00516,2026,SRK-D-012,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Inti,27.4,3617,9,Gambut,0.924,Defisit,4.29,2.05,0.85,1.25,0.75,0.18,33.89,297440869,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00517,2026,SRK-D-013,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Inti,31.9,4147,18,Mineral,1.102,Optimum,3.31,1.42,0.85,0.9,0.45,0.1,29.15,266912641,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00518,2026,SRK-D-014,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Inti,31.6,4045,12,Gambut,1.181,Optimum,3.06,1.45,0.85,0.9,0.75,0.18,29.08,233389802,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00519,2026,SRK-D-015,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Inti,30.5,4362,21,Podsolik Merah Kuning,1.148,Optimum,3.43,1.48,0.85,0.9,0.45,0.1,31.45,286229949,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00520,2026,SRK-D-016,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Inti,31.9,4211,17,Gambut,1.35,Optimum,3.32,1.4,0.85,0.9,0.75,0.18,31.16,252339268,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00521,2026,SRK-D-017,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Inti,24.6,3518,12,Podsolik Merah Kuning,1.028,Optimum,3.36,1.37,0.85,0.9,0.45,0.1,24.73,206993645,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00522,2026,SRK-D-018,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Inti,26.0,3640,7,Aluvial,1.129,Optimum,3.29,1.42,0.85,0.9,0.45,0.1,25.52,210978494,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
