SampelTanahID,Tahun,BlokID,EstateKode,Estate,Afdeling,JenisTanah,Topografi,Kedalaman_cm,pH_H2O,C_Organik_Persen,N_Total_Persen,P_Bray_ppm,K_dd_me100g,Mg_dd_me100g,KTK_me100g,KejenuhanBasa_Persen,Tekstur
TN-0301,2026,KPS-E-017,KPS,Estate Kampar Sentosa,E,Mineral,Datar,20-40,5.23,1.5,0.199,20.5,0.154,0.486,13.0,27.9,Pasir berlempung
TN-0302,2026,KPS-E-022,KPS,Estate Kampar Sentosa,E,Mineral,Datar,20-40,4.61,2.81,0.195,9.9,0.321,0.61,23.7,14.3,Lempung berpasir
TN-0303,2026,KPS-E-023,KPS,Estate Kampar Sentosa,E,Gambut,Datar,0-20,4.73,11.34,0.216,17.4,0.321,0.72,12.1,28.4,Liat berdebu
TN-0304,2026,KPS-E-024,KPS,Estate Kampar Sentosa,E,Mineral,Datar,0-20,5.31,1.88,0.214,15.4,0.443,0.474,14.2,36.1,Pasir berlempung
TN-0305,2026,KPS-F-002,KPS,Estate Kampar Sentosa,F,Podsolik Merah Kuning,Datar,20-40,5.44,2.14,0.218,10.1,0.335,0.378,20.2,29.7,Lempung berpasir
TN-0306,2026,KPS-F-007,KPS,Estate Kampar Sentosa,F,Mineral,Berbukit,20-40,4.8,2.19,0.281,17.7,0.214,0.241,15.7,31.7,Pasir berlempung
TN-0307,2026,KPS-F-010,KPS,Estate Kampar Sentosa,F,Mineral,Bergelombang,0-20,5.28,1.02,0.126,14.5,0.282,0.351,6.4,37.8,Organik
TN-0308,2026,KPS-F-013,KPS,Estate Kampar Sentosa,F,Mineral,Bergelombang,20-40,5.18,2.28,0.139,9.9,0.213,0.567,13.7,33.5,Pasir berlempung
TN-0309,2026,KPS-F-017,KPS,Estate Kampar Sentosa,F,Podsolik Merah Kuning,Berbukit,20-40,4.61,1.17,0.199,9.4,0.347,0.481,13.4,30.6,Lempung berpasir
TN-0310,2026,KPS-F-019,KPS,Estate Kampar Sentosa,F,Mineral,Datar,20-40,5.52,2.16,0.2,14.7,0.324,0.577,18.3,22.0,Lempung berpasir
TN-0311,2026,KPS-F-023,KPS,Estate Kampar Sentosa,F,Aluvial,Datar,20-40,5.39,1.72,0.246,6.5,0.211,0.684,16.3,24.5,Organik
