EstateKode,Estate,Wilayah,Tahun,Bulan,NamaBulan,Periode,CurahHujan_mm,HariHujan,HariKerjaEfektif,Evapotranspirasi_mm,DefisitAir_mm,DefisitAirKumulatif12Bulan_mm,CurahHujan12Bulan_mm,BulanKering,StatusIklim
SRK,Estate Sungai Rangkat,Kalimantan Barat,2024,12,Des,Des-2024,314.2,13,31,150.0,0.0,34.9,2853.6,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2025,1,Jan,Jan-2025,297.7,12,31,150.0,0.0,34.9,2862.3,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2025,2,Feb,Feb-2025,310.4,14,28,150.0,0.0,34.9,2984.3,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2025,3,Mar,Mar-2025,364.8,14,31,150.0,0.0,34.9,3074.1,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2025,4,Apr,Apr-2025,275.3,13,30,150.0,0.0,34.9,3138.9,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2025,5,Mei,Mei-2025,289.0,10,30,150.0,0.0,34.9,3180.3,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2025,6,Jun,Jun-2025,153.8,7,30,150.0,0.0,34.9,3158.7,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2025,7,Jul,Jul-2025,127.5,6,31,150.0,22.5,48.2,3145.4,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2025,8,Agu,Agu-2025,59.9,3,31,150.0,90.1,112.6,3081.0,1,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2025,9,Sep,Sep-2025,83.9,4,30,150.0,66.1,178.7,2955.1,1,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2025,10,Okt,Okt-2025,184.1,8,31,150.0,0.0,178.7,2822.8,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2025,11,Nov,Nov-2025,399.1,15,30,150.0,0.0,178.7,2859.7,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2025,12,Des,Des-2025,376.8,14,31,150.0,0.0,178.7,2922.3,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2026,1,Jan,Jan-2026,299.6,11,31,150.0,0.0,178.7,2924.2,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2026,2,Feb,Feb-2026,262.1,11,28,150.0,0.0,178.7,2875.9,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2026,3,Mar,Mar-2026,142.1,6,31,150.0,7.9,186.6,2653.2,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2026,4,Apr,Apr-2026,310.5,13,30,150.0,0.0,186.6,2688.4,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2026,5,Mei,Mei-2026,186.5,10,31,150.0,0.0,186.6,2585.9,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2026,6,Jun,Jun-2026,134.0,5,29,150.0,16.0,202.6,2566.1,0,Kering
SRK,Estate Sungai Rangkat,Kalimantan Barat,2026,7,Jul,Jul-2026,223.0,11,31,150.0,0.0,180.1,2661.6,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2026,8,Agu,Agu-2026,164.1,6,31,150.0,0.0,90.0,2765.8,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2021,1,Jan,Jan-2021,331.2,13,30,150.0,0.0,0.0,331.2,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2021,2,Feb,Feb-2021,310.3,18,28,150.0,0.0,0.0,641.5,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2021,3,Mar,Mar-2021,281.6,12,31,150.0,0.0,0.0,923.1,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2021,4,Apr,Apr-2021,328.4,17,30,150.0,0.0,0.0,1251.5,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2021,5,Mei,Mei-2021,103.2,5,31,150.0,46.8,46.8,1354.7,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2021,6,Jun,Jun-2021,164.6,6,30,150.0,0.0,46.8,1519.3,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2021,7,Jul,Jul-2021,141.7,5,31,150.0,8.3,55.1,1661.0,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2021,8,Agu,Agu-2021,142.1,4,31,150.0,7.9,63.0,1803.1,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2021,9,Sep,Sep-2021,110.4,5,30,150.0,39.6,102.6,1913.5,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2021,10,Okt,Okt-2021,216.1,12,31,150.0,0.0,102.6,2129.6,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2021,11,Nov,Nov-2021,340.2,11,29,150.0,0.0,102.6,2469.8,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2021,12,Des,Des-2021,373.8,16,31,150.0,0.0,102.6,2843.6,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2022,1,Jan,Jan-2022,382.0,15,31,150.0,0.0,102.6,2894.4,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2022,2,Feb,Feb-2022,382.6,16,28,150.0,0.0,102.6,2966.7,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2022,3,Mar,Mar-2022,430.1,18,31,150.0,0.0,102.6,3115.2,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2022,4,Apr,Apr-2022,211.8,12,30,150.0,0.0,102.6,2998.6,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2022,5,Mei,Mei-2022,268.7,9,31,150.0,0.0,55.8,3164.1,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2022,6,Jun,Jun-2022,220.9,9,30,150.0,0.0,55.8,3220.4,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2022,7,Jul,Jul-2022,175.3,10,31,150.0,0.0,47.5,3254.0,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2022,8,Agu,Agu-2022,130.6,4,31,150.0,19.4,59.0,3242.5,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2022,9,Sep,Sep-2022,384.7,13,29,150.0,0.0,19.4,3516.8,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2022,10,Okt,Okt-2022,332.4,12,31,150.0,0.0,19.4,3633.1,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2022,11,Nov,Nov-2022,335.7,15,30,150.0,0.0,19.4,3628.6,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2022,12,Des,Des-2022,386.9,16,31,150.0,0.0,19.4,3641.7,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2023,1,Jan,Jan-2023,332.1,17,31,150.0,0.0,19.4,3591.8,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2023,2,Feb,Feb-2023,297.0,10,28,150.0,0.0,19.4,3506.2,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2023,3,Mar,Mar-2023,377.4,13,31,150.0,0.0,19.4,3453.5,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2023,4,Apr,Apr-2023,362.2,12,29,150.0,0.0,19.4,3603.9,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2023,5,Mei,Mei-2023,217.9,9,31,150.0,0.0,19.4,3553.1,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2023,6,Jun,Jun-2023,224.3,9,30,150.0,0.0,19.4,3556.5,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2023,7,Jul,Jul-2023,90.0,7,31,150.0,60.0,79.4,3471.2,1,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2023,8,Agu,Agu-2023,69.5,3,31,150.0,80.5,140.5,3410.1,1,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2023,9,Sep,Sep-2023,20.6,2,30,150.0,129.4,269.9,3046.0,1,Kering
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2023,10,Okt,Okt-2023,78.5,4,31,150.0,71.5,341.4,2792.1,1,Kering
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2023,11,Nov,Nov-2023,200.8,7,30,150.0,0.0,341.4,2657.2,0,Kering
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2023,12,Des,Des-2023,287.0,10,30,150.0,0.0,341.4,2557.3,0,Kering
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2024,1,Jan,Jan-2024,244.7,12,31,150.0,0.0,341.4,2469.9,0,Kering
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2024,2,Feb,Feb-2024,352.7,13,28,150.0,0.0,341.4,2525.6,0,Kering
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2024,3,Mar,Mar-2024,271.7,10,31,150.0,0.0,341.4,2419.9,0,Kering
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2024,4,Apr,Apr-2024,299.7,11,30,150.0,0.0,341.4,2357.4,0,Kering
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2024,5,Mei,Mei-2024,170.2,9,31,150.0,0.0,341.4,2309.7,0,Kering
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2024,6,Jun,Jun-2024,155.6,7,30,150.0,0.0,341.4,2241.0,0,Kering
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2024,7,Jul,Jul-2024,127.9,5,31,150.0,22.1,303.5,2278.9,0,Kering
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2024,8,Agu,Agu-2024,183.3,8,31,150.0,0.0,223.0,2392.7,0,Kering
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2024,9,Sep,Sep-2024,169.9,6,30,150.0,0.0,93.6,2542.0,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2024,10,Okt,Okt-2024,280.4,11,31,150.0,0.0,22.1,2743.9,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2024,11,Nov,Nov-2024,469.4,15,30,150.0,0.0,22.1,3012.5,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2024,12,Des,Des-2024,398.9,15,31,150.0,0.0,22.1,3124.4,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2025,1,Jan,Jan-2025,285.5,14,31,150.0,0.0,22.1,3165.2,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2025,2,Feb,Feb-2025,247.5,9,28,150.0,0.0,22.1,3060.0,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2025,3,Mar,Mar-2025,382.6,16,30,150.0,0.0,22.1,3170.9,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2025,4,Apr,Apr-2025,431.1,15,29,150.0,0.0,22.1,3302.3,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2025,5,Mei,Mei-2025,149.9,7,31,150.0,0.1,22.2,3282.0,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2025,6,Jun,Jun-2025,262.5,10,30,150.0,0.0,22.2,3388.9,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2025,7,Jul,Jul-2025,326.7,13,31,150.0,0.0,0.1,3587.7,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2025,8,Agu,Agu-2025,236.5,8,31,150.0,0.0,0.1,3640.9,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2025,9,Sep,Sep-2025,274.9,10,30,150.0,0.0,0.1,3745.9,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2025,10,Okt,Okt-2025,364.6,15,31,150.0,0.0,0.1,3830.1,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2025,11,Nov,Nov-2025,400.9,16,30,150.0,0.0,0.1,3761.6,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2025,12,Des,Des-2025,373.8,16,31,150.0,0.0,0.1,3736.5,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2026,1,Jan,Jan-2026,428.2,17,31,150.0,0.0,0.1,3879.2,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2026,2,Feb,Feb-2026,281.3,10,28,150.0,0.0,0.1,3913.0,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2026,3,Mar,Mar-2026,246.4,11,31,150.0,0.0,0.1,3776.8,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2026,4,Apr,Apr-2026,368.5,13,29,150.0,0.0,0.1,3714.2,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2026,5,Mei,Mei-2026,251.0,10,31,150.0,0.0,0.0,3815.3,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2026,6,Jun,Jun-2026,197.0,8,30,150.0,0.0,0.0,3749.8,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2026,7,Jul,Jul-2026,221.3,8,30,150.0,0.0,0.0,3644.4,0,Normal
TJL,Estate Tanjung Lestari,Kalimantan Tengah,2026,8,Agu,Agu-2026,55.8,2,31,150.0,94.2,94.2,3463.7,1,Normal
