Tahun,Bulan,NamaBulan,Periode,BlokID,EstateKode,Estate,Wilayah,Afdeling,StatusKebun,LuasHa,UmurTanaman,JenisTanah,TBS_Ton,TonPerHa,JumlahJanjang,BJR_Kg,PotensiTonPerHa_Bulan,YieldGap_TonPerHa,PencapaianPotensi_Persen,CurahHujanBulanIni_mm,DefisitAirBulanIni_mm,CurahHujanLag24_32Bulan_mm,DefisitAirLag5_6Bulan_mm,K_Daun_Persen,RealisasiPupukSem1_Persen
2024,10,Okt,Okt-2024,SRK-A-024,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,25.3,13,Podsolik Merah Kuning,38.62,1.526,2778,13.9,1.758,-0.232,86.8,316.4,0.0,208.4,0.0,1.129,96.9
2024,11,Nov,Nov-2024,SRK-A-024,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,25.3,13,Podsolik Merah Kuning,36.13,1.428,2361,15.3,1.71,-0.282,83.5,362.2,0.0,191.1,0.0,1.129,96.9
2024,12,Des,Des-2024,SRK-A-024,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,25.3,13,Podsolik Merah Kuning,41.04,1.622,2973,13.8,1.758,-0.136,92.3,314.2,0.0,214.4,4.6,1.129,96.9
2025,1,Jan,Jan-2025,SRK-A-024,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,25.3,14,Podsolik Merah Kuning,43.01,1.7,2756,15.6,1.89,-0.19,89.9,297.7,0.0,246.7,17.4,1.129,96.9
2025,2,Feb,Feb-2025,SRK-A-024,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,25.3,14,Podsolik Merah Kuning,50.1,1.98,3455,14.5,2.07,-0.09,95.7,310.4,0.0,232.4,12.8,1.129,96.9
2025,3,Mar,Mar-2025,SRK-A-024,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,25.3,14,Podsolik Merah Kuning,54.94,2.171,3455,15.9,2.25,-0.079,96.5,364.8,0.0,252.2,0.0,1.129,96.9
2025,4,Apr,Apr-2025,SRK-A-024,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,25.3,14,Podsolik Merah Kuning,59.14,2.338,3791,15.6,2.382,-0.044,98.2,275.3,0.0,277.3,0.0,1.129,96.9
2025,5,Mei,Mei-2025,SRK-A-024,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,25.3,14,Podsolik Merah Kuning,63.98,2.529,4181,15.3,2.43,0.099,104.1,289.0,0.0,299.5,0.0,1.129,96.9
2025,6,Jun,Jun-2025,SRK-A-024,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,25.3,14,Podsolik Merah Kuning,63.16,2.496,4074,15.5,2.382,0.115,104.8,153.8,0.0,312.8,0.0,1.129,96.9
2025,7,Jul,Jul-2025,SRK-A-024,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,25.3,14,Podsolik Merah Kuning,55.59,2.197,3586,15.5,2.25,-0.053,97.7,127.5,22.5,287.0,0.0,1.129,96.9
2025,8,Agu,Agu-2025,SRK-A-024,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,25.3,14,Podsolik Merah Kuning,53.06,2.097,3490,15.2,2.07,0.027,101.3,59.9,90.1,263.8,0.0,1.129,96.9
2025,9,Sep,Sep-2025,SRK-A-024,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,25.3,14,Podsolik Merah Kuning,44.5,1.759,3048,14.6,1.89,-0.131,93.1,83.9,66.1,216.2,0.0,1.129,96.9
2025,10,Okt,Okt-2025,SRK-A-024,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,25.3,14,Podsolik Merah Kuning,33.37,1.319,2285,14.6,1.758,-0.439,75.0,184.1,0.0,168.8,0.0,1.129,96.9
2025,11,Nov,Nov-2025,SRK-A-024,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,25.3,14,Podsolik Merah Kuning,35.13,1.389,2223,15.8,1.71,-0.321,81.2,399.1,0.0,171.1,0.0,1.129,96.9
2025,12,Des,Des-2025,SRK-A-024,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,25.3,14,Podsolik Merah Kuning,31.69,1.253,2141,14.8,1.758,-0.506,71.2,376.8,0.0,163.8,11.2,1.129,96.9
2026,1,Jan,Jan-2026,SRK-A-024,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,25.3,15,Podsolik Merah Kuning,32.17,1.272,1985,16.2,1.82,-0.548,69.9,299.6,0.0,160.7,56.3,1.129,96.9
2026,2,Feb,Feb-2026,SRK-A-024,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,25.3,15,Podsolik Merah Kuning,35.08,1.387,2016,17.4,1.993,-0.607,69.6,262.1,0.0,147.5,78.1,1.129,96.9
2026,3,Mar,Mar-2026,SRK-A-024,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,25.3,15,Podsolik Merah Kuning,38.08,1.505,2175,17.5,2.167,-0.662,69.5,142.1,7.9,149.2,33.0,1.129,96.9
2026,4,Apr,Apr-2026,SRK-A-024,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,25.3,15,Podsolik Merah Kuning,44.56,1.761,2684,16.6,2.294,-0.532,76.8,310.5,0.0,172.5,0.0,1.129,96.9
2026,5,Mei,Mei-2026,SRK-A-024,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,25.3,15,Podsolik Merah Kuning,50.22,1.985,3439,14.6,2.34,-0.355,84.8,186.5,0.0,194.1,0.0,1.129,96.9
2026,6,Jun,Jun-2026,SRK-A-024,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,25.3,15,Podsolik Merah Kuning,51.11,2.02,3097,16.5,2.294,-0.273,88.1,134.0,16.0,210.9,0.0,1.129,96.9
2026,7,Jul,Jul-2026,SRK-A-024,SRK,Estate Sungai Rangkat,Kalimantan Barat,A,Inti,25.3,15,Podsolik Merah Kuning,50.1,1.98,3073,16.3,2.167,-0.186,91.4,223.0,0.0,213.7,0.0,1.129,96.9
2024,1,Jan,Jan-2024,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,17,Podsolik Merah Kuning,48.34,1.539,2715,17.8,1.68,-0.141,91.6,289.0,0.0,301.2,123.2,1.183,91.6
2024,2,Feb,Feb-2024,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,17,Podsolik Merah Kuning,52.17,1.661,2731,19.1,1.84,-0.179,90.3,188.4,0.0,337.1,111.0,1.183,91.6
2024,3,Mar,Mar-2024,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,17,Podsolik Merah Kuning,62.23,1.982,3224,19.3,2.0,-0.018,99.1,275.0,0.0,320.1,80.3,1.183,91.6
2024,4,Apr,Apr-2024,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,17,Podsolik Merah Kuning,67.3,2.143,3845,17.5,2.117,0.026,101.2,210.5,0.0,328.2,17.4,1.183,91.6
2024,5,Mei,Mei-2024,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,17,Podsolik Merah Kuning,69.51,2.214,3737,18.6,2.16,0.054,102.5,247.6,0.0,345.5,0.0,1.183,91.6
2024,6,Jun,Jun-2024,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,17,Podsolik Merah Kuning,71.58,2.28,3976,18.0,2.117,0.162,107.7,175.4,0.0,339.7,0.0,1.183,91.6
2024,7,Jul,Jul-2024,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,17,Podsolik Merah Kuning,65.34,2.081,3457,18.9,2.0,0.081,104.1,140.8,9.2,321.5,0.0,1.183,91.6
2024,8,Agu,Agu-2024,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,17,Podsolik Merah Kuning,59.04,1.88,3261,18.1,1.84,0.04,102.2,124.3,25.7,281.6,0.0,1.183,91.6
2024,9,Sep,Sep-2024,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,17,Podsolik Merah Kuning,46.96,1.495,2778,16.9,1.68,-0.185,89.0,209.8,0.0,238.9,0.0,1.183,91.6
2024,10,Okt,Okt-2024,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,17,Podsolik Merah Kuning,42.07,1.34,2376,17.7,1.563,-0.223,85.7,316.4,0.0,208.4,0.0,1.183,91.6
2024,11,Nov,Nov-2024,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,17,Podsolik Merah Kuning,40.08,1.276,2214,18.1,1.52,-0.244,84.0,362.2,0.0,191.1,0.0,1.183,91.6
2024,12,Des,Des-2024,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,17,Podsolik Merah Kuning,43.17,1.375,2452,17.6,1.563,-0.188,88.0,314.2,0.0,214.4,4.6,1.183,91.6
2025,1,Jan,Jan-2025,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,18,Podsolik Merah Kuning,50.42,1.606,2423,20.8,1.61,-0.004,99.7,297.7,0.0,246.7,17.4,1.183,91.6
2025,2,Feb,Feb-2025,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,18,Podsolik Merah Kuning,48.86,1.556,2492,19.6,1.763,-0.207,88.2,310.4,0.0,232.4,12.8,1.183,91.6
2025,3,Mar,Mar-2025,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,18,Podsolik Merah Kuning,57.61,1.835,2969,19.4,1.917,-0.082,95.7,364.8,0.0,252.2,0.0,1.183,91.6
2025,4,Apr,Apr-2025,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,18,Podsolik Merah Kuning,64.22,2.045,3397,18.9,2.029,0.016,100.8,275.3,0.0,277.3,0.0,1.183,91.6
2025,5,Mei,Mei-2025,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,18,Podsolik Merah Kuning,64.26,2.047,3197,20.1,2.07,-0.023,98.9,289.0,0.0,299.5,0.0,1.183,91.6
2025,6,Jun,Jun-2025,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,18,Podsolik Merah Kuning,67.5,2.15,3341,20.2,2.029,0.121,105.9,153.8,0.0,312.8,0.0,1.183,91.6
2025,7,Jul,Jul-2025,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,18,Podsolik Merah Kuning,65.16,2.075,3307,19.7,1.917,0.158,108.3,127.5,22.5,287.0,0.0,1.183,91.6
2025,8,Agu,Agu-2025,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,18,Podsolik Merah Kuning,55.3,1.761,2697,20.5,1.763,-0.002,99.9,59.9,90.1,263.8,0.0,1.183,91.6
2025,9,Sep,Sep-2025,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,18,Podsolik Merah Kuning,47.0,1.497,2486,18.9,1.61,-0.113,93.0,83.9,66.1,216.2,0.0,1.183,91.6
2025,10,Okt,Okt-2025,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,18,Podsolik Merah Kuning,36.88,1.174,1816,20.3,1.498,-0.323,78.4,184.1,0.0,168.8,0.0,1.183,91.6
2025,11,Nov,Nov-2025,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,18,Podsolik Merah Kuning,35.49,1.13,1820,19.5,1.457,-0.326,77.6,399.1,0.0,171.1,0.0,1.183,91.6
2025,12,Des,Des-2025,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,18,Podsolik Merah Kuning,36.74,1.17,1783,20.6,1.498,-0.328,78.1,376.8,0.0,163.8,11.2,1.183,91.6
2026,1,Jan,Jan-2026,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,19,Podsolik Merah Kuning,33.27,1.059,1569,21.2,1.54,-0.481,68.8,299.6,0.0,160.7,56.3,1.183,91.6
2026,2,Feb,Feb-2026,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,19,Podsolik Merah Kuning,34.08,1.085,1607,21.2,1.687,-0.601,64.4,262.1,0.0,147.5,78.1,1.183,91.6
2026,3,Mar,Mar-2026,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,19,Podsolik Merah Kuning,40.07,1.276,2044,19.6,1.833,-0.557,69.6,142.1,7.9,149.2,33.0,1.183,91.6
2026,4,Apr,Apr-2026,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,19,Podsolik Merah Kuning,49.43,1.574,2496,19.8,1.941,-0.367,81.1,310.5,0.0,172.5,0.0,1.183,91.6
2026,5,Mei,Mei-2026,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,19,Podsolik Merah Kuning,48.94,1.559,2330,21.0,1.98,-0.421,78.7,186.5,0.0,194.1,0.0,1.183,91.6
2026,6,Jun,Jun-2026,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,19,Podsolik Merah Kuning,51.57,1.642,2491,20.7,1.941,-0.298,84.6,134.0,16.0,210.9,0.0,1.183,91.6
2026,7,Jul,Jul-2026,SRK-B-001,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,31.4,19,Podsolik Merah Kuning,49.97,1.592,2461,20.3,1.833,-0.242,86.8,223.0,0.0,213.7,0.0,1.183,91.6
2024,1,Jan,Jan-2024,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,14,Mineral,42.52,1.715,2577,16.5,1.89,-0.175,90.7,289.0,0.0,301.2,123.2,1.201,90.1
2024,2,Feb,Feb-2024,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,14,Mineral,45.55,1.837,2760,16.5,2.07,-0.233,88.7,188.4,0.0,337.1,111.0,1.201,90.1
2024,3,Mar,Mar-2024,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,14,Mineral,52.97,2.136,3191,16.6,2.25,-0.114,94.9,275.0,0.0,320.1,80.3,1.201,90.1
2024,4,Apr,Apr-2024,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,14,Mineral,56.59,2.282,3698,15.3,2.382,-0.1,95.8,210.5,0.0,328.2,17.4,1.201,90.1
2024,5,Mei,Mei-2024,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,14,Mineral,58.82,2.372,3586,16.4,2.43,-0.058,97.6,247.6,0.0,345.5,0.0,1.201,90.1
2024,6,Jun,Jun-2024,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,14,Mineral,62.79,2.532,4390,14.3,2.382,0.15,106.3,175.4,0.0,339.7,0.0,1.201,90.1
2024,7,Jul,Jul-2024,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,14,Mineral,60.29,2.431,3767,16.0,2.25,0.181,108.0,140.8,9.2,321.5,0.0,1.201,90.1
2024,8,Agu,Agu-2024,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,14,Mineral,51.74,2.086,3381,15.3,2.07,0.016,100.8,124.3,25.7,281.6,0.0,1.201,90.1
2024,9,Sep,Sep-2024,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,14,Mineral,44.06,1.777,2842,15.5,1.89,-0.113,94.0,209.8,0.0,238.9,0.0,1.201,90.1
2024,10,Okt,Okt-2024,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,14,Mineral,37.13,1.497,2335,15.9,1.758,-0.261,85.2,316.4,0.0,208.4,0.0,1.201,90.1
2024,11,Nov,Nov-2024,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,14,Mineral,34.48,1.39,2283,15.1,1.71,-0.32,81.3,362.2,0.0,191.1,0.0,1.201,90.1
2024,12,Des,Des-2024,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,14,Mineral,37.77,1.523,2360,16.0,1.758,-0.235,86.6,314.2,0.0,214.4,4.6,1.201,90.1
2025,1,Jan,Jan-2025,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,15,Mineral,40.31,1.625,2330,17.3,1.82,-0.195,89.3,297.7,0.0,246.7,17.4,1.201,90.1
2025,2,Feb,Feb-2025,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,15,Mineral,42.58,1.717,2628,16.2,1.993,-0.276,86.1,310.4,0.0,232.4,12.8,1.201,90.1
2025,3,Mar,Mar-2025,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,15,Mineral,52.86,2.131,3223,16.4,2.167,-0.035,98.4,364.8,0.0,252.2,0.0,1.201,90.1
2025,4,Apr,Apr-2025,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,15,Mineral,54.81,2.21,3205,17.1,2.294,-0.083,96.4,275.3,0.0,277.3,0.0,1.201,90.1
2025,5,Mei,Mei-2025,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,15,Mineral,57.05,2.3,3018,18.9,2.34,-0.04,98.3,289.0,0.0,299.5,0.0,1.201,90.1
2025,6,Jun,Jun-2025,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,15,Mineral,59.46,2.398,3539,16.8,2.294,0.104,104.5,153.8,0.0,312.8,0.0,1.201,90.1
2025,7,Jul,Jul-2025,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,15,Mineral,55.77,2.249,3242,17.2,2.167,0.082,103.8,127.5,22.5,287.0,0.0,1.201,90.1
2025,8,Agu,Agu-2025,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,15,Mineral,50.98,2.056,2998,17.0,1.993,0.062,103.1,59.9,90.1,263.8,0.0,1.201,90.1
2025,9,Sep,Sep-2025,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,15,Mineral,37.96,1.531,2144,17.7,1.82,-0.289,84.1,83.9,66.1,216.2,0.0,1.201,90.1
2025,10,Okt,Okt-2025,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,15,Mineral,32.88,1.326,2149,15.3,1.693,-0.367,78.3,184.1,0.0,168.8,0.0,1.201,90.1
2025,11,Nov,Nov-2025,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,15,Mineral,31.19,1.258,2051,15.2,1.647,-0.389,76.4,399.1,0.0,171.1,0.0,1.201,90.1
2025,12,Des,Des-2025,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,15,Mineral,30.71,1.238,1839,16.7,1.693,-0.455,73.1,376.8,0.0,163.8,11.2,1.201,90.1
2026,1,Jan,Jan-2026,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,16,Mineral,29.84,1.203,1797,16.6,1.75,-0.547,68.8,299.6,0.0,160.7,56.3,1.201,90.1
2026,2,Feb,Feb-2026,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,16,Mineral,31.67,1.277,1730,18.3,1.917,-0.64,66.6,262.1,0.0,147.5,78.1,1.201,90.1
2026,3,Mar,Mar-2026,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,16,Mineral,34.59,1.395,1830,18.9,2.083,-0.689,66.9,142.1,7.9,149.2,33.0,1.201,90.1
2026,4,Apr,Apr-2026,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,16,Mineral,39.73,1.602,2296,17.3,2.205,-0.603,72.6,310.5,0.0,172.5,0.0,1.201,90.1
2026,5,Mei,Mei-2026,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,16,Mineral,46.52,1.876,2598,17.9,2.25,-0.374,83.4,186.5,0.0,194.1,0.0,1.201,90.1
2026,6,Jun,Jun-2026,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,16,Mineral,49.77,2.007,2844,17.5,2.205,-0.198,91.0,134.0,16.0,210.9,0.0,1.201,90.1
2026,7,Jul,Jul-2026,SRK-B-002,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,24.8,16,Mineral,46.28,1.866,2515,18.4,2.083,-0.217,89.6,223.0,0.0,213.7,0.0,1.201,90.1
2024,1,Jan,Jan-2024,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,15,Mineral,41.01,1.554,2470,16.6,1.82,-0.266,85.4,289.0,0.0,301.2,123.2,1.24,86.5
2024,2,Feb,Feb-2024,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,15,Mineral,47.27,1.791,2954,16.0,1.993,-0.203,89.8,188.4,0.0,337.1,111.0,1.24,86.5
2024,3,Mar,Mar-2024,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,15,Mineral,53.84,2.039,3243,16.6,2.167,-0.127,94.1,275.0,0.0,320.1,80.3,1.24,86.5
2024,4,Apr,Apr-2024,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,15,Mineral,61.5,2.33,3455,17.8,2.294,0.036,101.6,210.5,0.0,328.2,17.4,1.24,86.5
2024,5,Mei,Mei-2024,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,15,Mineral,65.26,2.472,3687,17.7,2.34,0.132,105.6,247.6,0.0,345.5,0.0,1.24,86.5
2024,6,Jun,Jun-2024,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,15,Mineral,61.51,2.33,3728,16.5,2.294,0.037,101.6,175.4,0.0,339.7,0.0,1.24,86.5
2024,7,Jul,Jul-2024,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,15,Mineral,57.86,2.192,3571,16.2,2.167,0.025,101.2,140.8,9.2,321.5,0.0,1.24,86.5
2024,8,Agu,Agu-2024,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,15,Mineral,54.97,2.082,3372,16.3,1.993,0.089,104.5,124.3,25.7,281.6,0.0,1.24,86.5
2024,9,Sep,Sep-2024,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,15,Mineral,46.19,1.75,2733,16.9,1.82,-0.07,96.1,209.8,0.0,238.9,0.0,1.24,86.5
2024,10,Okt,Okt-2024,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,15,Mineral,36.59,1.386,2010,18.2,1.693,-0.307,81.9,316.4,0.0,208.4,0.0,1.24,86.5
2024,11,Nov,Nov-2024,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,15,Mineral,36.88,1.397,2379,15.5,1.647,-0.25,84.8,362.2,0.0,191.1,0.0,1.24,86.5
2024,12,Des,Des-2024,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,15,Mineral,40.21,1.523,2379,16.9,1.693,-0.17,90.0,314.2,0.0,214.4,4.6,1.24,86.5
2025,1,Jan,Jan-2025,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,16,Mineral,43.85,1.661,2564,17.1,1.75,-0.089,94.9,297.7,0.0,246.7,17.4,1.24,86.5
2025,2,Feb,Feb-2025,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,16,Mineral,46.66,1.767,2666,17.5,1.917,-0.149,92.2,310.4,0.0,232.4,12.8,1.24,86.5
2025,3,Mar,Mar-2025,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,16,Mineral,55.54,2.104,3286,16.9,2.083,0.021,101.0,364.8,0.0,252.2,0.0,1.24,86.5
2025,4,Apr,Apr-2025,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,16,Mineral,58.18,2.204,3268,17.8,2.205,-0.002,99.9,275.3,0.0,277.3,0.0,1.24,86.5
2025,5,Mei,Mei-2025,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,16,Mineral,62.8,2.379,3672,17.1,2.25,0.129,105.7,289.0,0.0,299.5,0.0,1.24,86.5
2025,6,Jun,Jun-2025,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,16,Mineral,61.1,2.315,3413,17.9,2.205,0.109,105.0,153.8,0.0,312.8,0.0,1.24,86.5
2025,7,Jul,Jul-2025,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,16,Mineral,54.91,2.08,2936,18.7,2.083,-0.003,99.8,127.5,22.5,287.0,0.0,1.24,86.5
2025,8,Agu,Agu-2025,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,16,Mineral,48.24,1.827,2804,17.2,1.917,-0.089,95.3,59.9,90.1,263.8,0.0,1.24,86.5
2025,9,Sep,Sep-2025,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,16,Mineral,38.69,1.465,2236,17.3,1.75,-0.285,83.7,83.9,66.1,216.2,0.0,1.24,86.5
2025,10,Okt,Okt-2025,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,16,Mineral,31.22,1.182,1804,17.3,1.628,-0.446,72.6,184.1,0.0,168.8,0.0,1.24,86.5
2025,11,Nov,Nov-2025,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,16,Mineral,32.37,1.226,1828,17.7,1.583,-0.357,77.4,399.1,0.0,171.1,0.0,1.24,86.5
2025,12,Des,Des-2025,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,16,Mineral,33.36,1.264,2009,16.6,1.628,-0.364,77.6,376.8,0.0,163.8,11.2,1.24,86.5
2026,1,Jan,Jan-2026,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,17,Mineral,31.79,1.204,1837,17.3,1.68,-0.476,71.7,299.6,0.0,160.7,56.3,1.24,86.5
2026,2,Feb,Feb-2026,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,17,Mineral,29.84,1.13,1648,18.1,1.84,-0.71,61.4,262.1,0.0,147.5,78.1,1.24,86.5
2026,3,Mar,Mar-2026,SRK-B-003,SRK,Estate Sungai Rangkat,Kalimantan Barat,B,Inti,26.4,17,Mineral,36.57,1.385,2078,17.6,2.0,-0.615,69.3,142.1,7.9,149.2,33.0,1.24,86.5
