LSU_ID,Tahun,TanggalSampling,BlokID,EstateKode,Estate,Wilayah,Afdeling,StatusKebun,LuasHa,TahunTanam,UmurTanaman,JenisTanah,Topografi,SPH,N_Persen,P_Persen,K_Persen,Mg_Persen,Ca_Persen,B_ppm,KritisN,KritisP,KritisK,KritisMg,KritisB,StatusN,StatusP,StatusK,StatusMg,StatusB,Laboratorium
LSU-01147,2025,2025-04-03,SRK-F-022,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Inti,25.4,2014,11,Mineral,Datar,136,2.652,0.1669,1.151,0.3,0.645,13.6,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-01148,2026,2026-03-09,SRK-F-022,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Inti,25.4,2014,12,Mineral,Datar,136,2.451,0.1545,1.042,0.304,0.663,23.8,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01149,2025,2025-03-27,SRK-F-023,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Inti,25.9,2011,14,Aluvial,Bergelombang,136,2.635,0.1612,1.12,0.24,0.613,22.0,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01150,2026,2026-04-21,SRK-F-023,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Inti,25.9,2011,15,Aluvial,Bergelombang,136,2.607,0.1414,1.129,0.215,0.685,14.2,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Defisit,Defisit,Lab Agronomi Pusat Palmaraya
LSU-01151,2025,2025-04-14,SRK-F-024,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Inti,24.7,2015,10,Mineral,Datar,130,2.518,0.1528,1.055,0.262,0.485,17.8,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01152,2026,2026-04-21,SRK-F-024,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Inti,24.7,2015,11,Mineral,Datar,130,2.699,0.147,1.141,0.222,0.667,24.0,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-01153,2025,2025-03-10,LDP-A-001,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,24.8,2005,20,Mineral,Datar,132,2.517,0.161,1.203,0.327,0.503,15.7,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01154,2026,2026-04-28,LDP-A-001,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,24.8,2005,21,Mineral,Datar,132,2.589,0.1561,1.121,0.191,0.605,20.9,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-01155,2025,2025-04-24,LDP-A-002,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,28.8,2014,11,Mineral,Datar,138,2.678,0.1444,1.205,0.243,0.642,20.9,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01156,2026,2026-04-21,LDP-A-002,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,28.8,2014,12,Mineral,Datar,138,2.463,0.1582,1.023,0.288,0.582,15.4,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01157,2025,2025-04-03,LDP-A-003,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,29.5,2014,11,Gambut,Datar,138,2.469,0.1462,0.973,0.241,0.6,10.6,2.5,0.15,1.0,0.24,15.0,Defisit,Defisit,Defisit,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-01158,2026,2026-03-17,LDP-A-003,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,29.5,2014,12,Gambut,Datar,138,2.503,0.1456,1.04,0.293,0.57,6.2,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-01159,2025,2025-03-11,LDP-A-004,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,27.1,2017,8,Mineral,Berbukit,130,2.615,0.1636,1.181,0.288,0.701,11.1,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-01160,2026,2026-03-07,LDP-A-004,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,27.1,2017,9,Mineral,Berbukit,130,2.408,0.1591,1.131,0.282,0.602,20.9,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01161,2025,2025-03-28,LDP-A-005,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,26.4,2012,13,Gambut,Datar,143,2.552,0.1502,1.029,0.327,0.658,10.6,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-01162,2026,2026-03-17,LDP-A-005,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,26.4,2012,14,Gambut,Datar,143,2.493,0.1708,0.997,0.183,0.618,10.9,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Defisit,Defisit,Defisit,Lab Independen Nusa Analitika
LSU-01163,2025,2025-04-27,LDP-A-006,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,32.0,2014,11,Gambut,Datar,128,2.596,0.166,1.247,0.248,0.736,12.2,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-01164,2026,2026-03-19,LDP-A-006,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,32.0,2014,12,Gambut,Datar,128,2.427,0.1768,0.975,0.26,0.558,14.4,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Defisit,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-01165,2025,2025-04-21,LDP-A-007,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,25.4,2017,8,Podsolik Merah Kuning,Datar,140,2.575,0.1583,1.158,0.203,0.533,18.7,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01166,2026,2026-03-17,LDP-A-007,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,25.4,2017,9,Podsolik Merah Kuning,Datar,140,2.534,0.143,1.204,0.23,0.609,16.4,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-01167,2025,2025-03-21,LDP-A-008,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,25.8,2005,20,Gambut,Datar,138,2.571,0.1553,1.103,0.232,0.638,17.0,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01168,2026,2026-03-16,LDP-A-008,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,25.8,2005,21,Gambut,Datar,138,2.584,0.1639,1.036,0.306,0.599,12.9,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-01169,2025,2025-03-24,LDP-A-009,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,27.6,2015,10,Gambut,Datar,132,2.297,0.1523,1.214,0.29,0.563,19.5,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01170,2026,2026-04-05,LDP-A-009,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,27.6,2015,11,Gambut,Datar,132,2.484,0.1563,1.114,0.258,0.695,22.9,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01171,2025,2025-03-12,LDP-A-010,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,31.9,2008,17,Mineral,Datar,136,2.651,0.1587,1.105,0.24,0.573,20.6,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01172,2026,2026-04-17,LDP-A-010,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,31.9,2008,18,Mineral,Datar,136,2.699,0.1575,0.965,0.28,0.622,15.0,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01173,2025,2025-04-18,LDP-A-011,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,30.1,2015,10,Mineral,Datar,128,2.524,0.1554,1.194,0.259,0.684,15.6,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01174,2026,2026-04-27,LDP-A-011,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,30.1,2015,11,Mineral,Datar,128,2.469,0.1496,1.147,0.26,0.578,14.3,2.5,0.15,1.0,0.24,15.0,Defisit,Defisit,Optimum,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-01175,2025,2025-04-28,LDP-A-012,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,24.1,2019,6,Gambut,Bergelombang,136,2.578,0.1435,1.058,0.246,0.564,11.1,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-01176,2026,2026-04-19,LDP-A-012,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,24.1,2019,7,Gambut,Bergelombang,136,2.502,0.1514,0.891,0.256,0.579,15.3,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01177,2025,2025-04-16,LDP-A-013,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,28.4,2012,13,Gambut,Bergelombang,130,2.608,0.1579,1.168,0.258,0.671,14.7,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-01178,2026,2026-03-17,LDP-A-013,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,28.4,2012,14,Gambut,Bergelombang,130,2.288,0.1599,1.091,0.227,0.546,15.8,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-01179,2025,2025-04-01,LDP-A-014,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,25.1,2007,18,Mineral,Bergelombang,132,2.482,0.1442,1.058,0.276,0.629,18.0,2.5,0.15,1.0,0.24,15.0,Defisit,Defisit,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01180,2026,2026-03-20,LDP-A-014,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,25.1,2007,19,Mineral,Bergelombang,132,2.669,0.1585,1.074,0.303,0.602,19.7,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01181,2025,2025-03-13,LDP-A-015,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,31.1,2009,16,Gambut,Datar,132,2.627,0.1455,0.938,0.257,0.64,12.5,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Defisit,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-01182,2026,2026-04-21,LDP-A-015,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,31.1,2009,17,Gambut,Datar,132,2.522,0.1733,1.036,0.246,0.754,20.2,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01183,2025,2025-04-27,LDP-A-016,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,26.3,2017,8,Mineral,Bergelombang,132,2.576,0.1616,1.116,0.222,0.546,24.3,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-01184,2026,2026-04-18,LDP-A-016,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,26.3,2017,9,Mineral,Bergelombang,132,2.534,0.1487,1.209,0.291,0.64,14.1,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-01185,2025,2025-04-07,LDP-A-017,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,31.4,2019,6,Mineral,Datar,136,2.908,0.1644,1.131,0.253,0.56,12.7,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-01186,2026,2026-04-20,LDP-A-017,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,31.4,2019,7,Mineral,Datar,136,2.593,0.1686,1.262,0.227,0.627,19.6,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01187,2025,2025-03-03,LDP-A-018,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,30.9,2009,16,Aluvial,Datar,130,2.759,0.1633,1.165,0.266,0.663,22.1,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01188,2026,2026-03-07,LDP-A-018,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,30.9,2009,17,Aluvial,Datar,130,2.557,0.1501,1.067,0.227,0.6,16.7,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01189,2025,2025-03-04,LDP-A-019,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,24.5,2015,10,Gambut,Bergelombang,135,2.613,0.1565,1.145,0.296,0.575,17.8,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01190,2026,2026-04-02,LDP-A-019,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,24.5,2015,11,Gambut,Bergelombang,135,2.5,0.1406,1.162,0.196,0.684,14.1,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Defisit,Defisit,Lab Independen Nusa Analitika
LSU-01191,2025,2025-04-09,LDP-A-020,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,28.2,2015,10,Podsolik Merah Kuning,Bergelombang,138,2.507,0.1572,1.126,0.233,0.64,18.6,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01192,2026,2026-03-24,LDP-A-020,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,28.2,2015,11,Podsolik Merah Kuning,Bergelombang,138,2.574,0.1565,1.137,0.235,0.644,19.8,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01193,2025,2025-03-19,LDP-A-021,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,28.6,2019,6,Gambut,Datar,132,2.516,0.1652,1.032,0.33,0.686,13.5,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-01194,2026,2026-04-23,LDP-A-021,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,28.6,2019,7,Gambut,Datar,132,2.566,0.1493,1.093,0.251,0.607,17.5,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01195,2025,2025-04-22,LDP-A-022,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,30.6,2005,20,Mineral,Bergelombang,132,2.47,0.1616,1.088,0.249,0.537,17.7,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01196,2026,2026-04-22,LDP-A-022,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,30.6,2005,21,Mineral,Bergelombang,132,2.293,0.1465,1.172,0.275,0.706,14.5,2.5,0.15,1.0,0.24,15.0,Defisit,Defisit,Optimum,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-01197,2025,2025-03-14,LDP-A-023,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,27.9,2019,6,Aluvial,Bergelombang,130,2.519,0.1581,0.996,0.299,0.602,18.6,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01198,2026,2026-03-24,LDP-A-023,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,27.9,2019,7,Aluvial,Bergelombang,130,2.544,0.1641,1.014,0.269,0.645,12.2,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-01199,2025,2025-03-12,LDP-A-024,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,27.4,2012,13,Mineral,Datar,130,2.581,0.1465,1.229,0.268,0.657,22.2,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01200,2026,2026-04-09,LDP-A-024,LDP,Estate Landak Permai,Kalimantan Barat,A,Plasma,27.4,2012,14,Mineral,Datar,130,2.708,0.1399,1.126,0.242,0.633,12.5,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-01201,2025,2025-04-24,LDP-B-001,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,27.1,2010,15,Mineral,Datar,130,2.465,0.1659,1.16,0.302,0.643,19.0,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01202,2026,2026-03-28,LDP-B-001,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,27.1,2010,16,Mineral,Datar,130,2.443,0.1745,1.048,0.259,0.676,13.4,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-01203,2025,2025-03-26,LDP-B-002,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,28.4,2015,10,Mineral,Datar,135,2.536,0.157,1.097,0.287,0.609,18.0,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01204,2026,2026-04-16,LDP-B-002,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,28.4,2015,11,Mineral,Datar,135,2.579,0.1647,1.06,0.28,0.696,16.7,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01205,2025,2025-04-08,LDP-B-003,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,26.3,2018,7,Mineral,Datar,143,2.596,0.1619,1.142,0.25,0.842,19.7,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01206,2026,2026-03-15,LDP-B-003,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,26.3,2018,8,Mineral,Datar,143,2.655,0.1497,1.181,0.254,0.506,18.5,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01207,2025,2025-04-24,LDP-B-004,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,28.5,2011,14,Mineral,Bergelombang,132,2.45,0.1437,1.056,0.307,0.615,17.7,2.5,0.15,1.0,0.24,15.0,Defisit,Defisit,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01208,2026,2026-04-06,LDP-B-004,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,28.5,2011,15,Mineral,Bergelombang,132,2.38,0.161,1.039,0.245,0.686,21.3,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01209,2025,2025-03-04,LDP-B-005,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,31.3,2009,16,Mineral,Bergelombang,143,2.7,0.1536,1.134,0.247,0.59,14.7,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-01210,2026,2026-03-09,LDP-B-005,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,31.3,2009,17,Mineral,Bergelombang,143,2.561,0.1661,1.217,0.269,0.631,22.4,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01211,2025,2025-04-16,LDP-B-006,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,26.7,2012,13,Podsolik Merah Kuning,Datar,135,2.646,0.1602,1.176,0.276,0.646,16.4,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01212,2026,2026-04-10,LDP-B-006,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,26.7,2012,14,Podsolik Merah Kuning,Datar,135,2.7,0.1766,1.26,0.235,0.627,24.5,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01213,2025,2025-03-22,LDP-B-007,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,29.8,2005,20,Podsolik Merah Kuning,Berbukit,132,2.682,0.1261,1.051,0.218,0.516,13.9,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Defisit,Defisit,Lab Independen Nusa Analitika
LSU-01214,2026,2026-03-10,LDP-B-007,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,29.8,2005,21,Podsolik Merah Kuning,Berbukit,132,2.558,0.1558,1.123,0.283,0.667,15.3,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01215,2025,2025-04-19,LDP-B-008,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,31.1,2013,12,Podsolik Merah Kuning,Datar,140,2.598,0.1591,1.171,0.248,0.448,17.1,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01216,2026,2026-04-18,LDP-B-008,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,31.1,2013,13,Podsolik Merah Kuning,Datar,140,2.534,0.1642,1.166,0.311,0.775,16.9,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01217,2025,2025-03-11,LDP-B-009,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,24.2,2015,10,Mineral,Bergelombang,140,2.405,0.1673,1.073,0.268,0.702,14.4,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-01218,2026,2026-04-13,LDP-B-009,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,24.2,2015,11,Mineral,Bergelombang,140,2.555,0.1488,1.101,0.278,0.661,8.1,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-01219,2025,2025-03-11,LDP-B-010,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,30.8,2017,8,Mineral,Datar,140,2.41,0.1585,1.084,0.28,0.483,22.9,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01220,2026,2026-04-26,LDP-B-010,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,30.8,2017,9,Mineral,Datar,140,2.664,0.1596,0.955,0.205,0.509,24.0,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-01221,2025,2025-03-12,LDP-B-011,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,25.0,2010,15,Mineral,Datar,143,2.442,0.1526,0.951,0.203,0.584,16.0,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Defisit,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01222,2026,2026-03-06,LDP-B-011,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,25.0,2010,16,Mineral,Datar,143,2.716,0.1471,1.091,0.322,0.621,20.4,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01223,2025,2025-03-18,LDP-B-012,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,26.4,2017,8,Mineral,Datar,130,2.515,0.1706,1.034,0.278,0.432,21.6,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01224,2026,2026-03-08,LDP-B-012,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,26.4,2017,9,Mineral,Datar,130,2.516,0.166,1.033,0.255,0.66,15.4,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01225,2025,2025-04-26,LDP-B-013,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,31.5,2009,16,Podsolik Merah Kuning,Bergelombang,143,2.779,0.1618,1.17,0.235,0.58,15.6,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01226,2026,2026-04-10,LDP-B-013,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,31.5,2009,17,Podsolik Merah Kuning,Bergelombang,143,2.454,0.185,1.044,0.26,0.564,16.8,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01227,2025,2025-04-14,LDP-B-014,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,31.6,2013,12,Mineral,Bergelombang,132,2.489,0.1685,1.208,0.313,0.513,15.5,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-01228,2026,2026-03-15,LDP-B-014,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,31.6,2013,13,Mineral,Bergelombang,132,2.496,0.145,1.205,0.264,0.694,22.6,2.5,0.15,1.0,0.24,15.0,Defisit,Defisit,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-01229,2025,2025-04-07,LDP-B-015,LDP,Estate Landak Permai,Kalimantan Barat,B,Plasma,27.8,2014,11,Podsolik Merah Kuning,Bergelombang,140,2.714,0.1742,0.967,0.255,0.652,19.6,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Optimum,Lab Independen Nusa Analitika
